ID,Transect,Plot,obs,time,elapsed,KEEP,Date,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
control,control,22,16,1657292721,2486.5,y,7/8/2022,20220708 09:05:21,9:05:21,15,1657292713,0.001006777,1.006777241,7.659771058,417.1835161,209.2319455,17.92266073,35.73564545,0.06192285,3.21593704,0.061268009,0.038350763,160.1777101,25.64048622,25.51817097,3.279243047,60.15525463,1.914331034,3.182317232,1.364912013,-44.39887633,-87.42593329,-5.765748634,22.58715188,0,0,1,0,45573.71242,900.002,765.6406884,0.850709985,0.177974838,2.1,0.5,0: Broadleaf,2,1657292713,417.1835161,420.0115161,22.3482,22.00369355,413.4825161,22.0702,599.9838065,85.55936452,0.099929471,25.01391935,25.51817097,999.9,0,0,10007.05968,273.5100645,1236.687097,-2.80492129,426.748129,429.4612581,0.354763387,420.0115161,22.00369355,1.912975484,1.882621613,16.74184839,16.4902,900.002,0.643002355,0.35699771,28,15031.77097,1657292739,9:05:39,1657292739,1657292738,20,-0.023,0,3.701,0.278,420,22,0.42,0.21,0,0,0,0,0,0,0,0,0,0,0,3.23375,2.78142,0.0826683,0.0847699,0.0969954,0.0983318,23261.2,22933.4,24376.7,22320.1,32517.3,25712.1,39835,30954.6,2.2036,2.26712,0.0582598,0,24.557,999.9,60.3,28.6,27.6958,63.5638,11.9591,2,-0.0133562,0.692876,20.3739,5.23137,11.9381,4.979,3.281,5705,9999,9999,151.9,4.97174,1.86172,1.86722,1.8586,1.8628,1.8634,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.701,0.278,3.575238913,0.000678439,-9.11E-07,3.42E-10,0.095688813,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.1,1.36719,2.3938,2.14966,2.72583,2.15088,2.40112,36.3165,16.0583,19,625.021,705.705,24.0007,26.935,30.0007,26.7902,26.7574,27.3928,22.9159,65.8376,24,420,21.9685,100.748,101.473
control,control,22,17,1657292800,2565.5,y,7/8/2022,20220708 09:06:40,9:06:40,15,1657292792,0.000946789,0.946789299,7.383513206,417.2586774,209.8578739,17.9775797,35.74467323,0.059774292,3.214707065,0.059163632,0.037031616,106.785329,25.33286084,25.29130968,3.235321878,59.99804187,1.905560515,3.176037843,1.329761363,-41.75340807,-53.81650912,-3.545919923,7.669491856,0,0,1,0,45556.31887,600.0024194,510.4280175,0.850709932,0.177974831,2.1,0.5,0: Broadleaf,2,1657292792,417.2586774,419.9811613,22.2442,21.92019677,413.5566774,21.9652,600.0033871,85.56546774,0.100032248,24.98079032,25.29130968,999.9,0,0,10001.17387,183.9805806,1244.179355,-2.723635161,426.7528387,429.3935806,0.330075645,419.9811613,21.92019677,1.903855484,1.875611935,16.66662258,16.43160645,600.0024194,0.643002258,0.356997742,28,10021.17742,1657292817,9:06:57,1657292817,1657292817,21,0.001,0.001,3.702,0.279,420,22,0.71,0.09,0,0,0,0,0,0,0,0,0,0,0,3.23356,2.78116,0.0826549,0.0847414,0.0967551,0.0982462,23256.3,22929.1,24371.9,22315.6,32520.7,25709.5,39828.1,30948.3,2.2019,2.2625,0.0495277,0,24.4827,999.9,59.8,28.8,27.7835,63.7938,12.1514,2,-0.00130335,0.799319,20.3762,5.23137,11.9381,4.9794,3.281,5707.3,9999,9999,152,4.97174,1.86172,1.86722,1.85865,1.86281,1.8634,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.702,0.279,3.5519545,0.000678439,-9.11E-07,3.42E-10,0.095249128,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1,1.36719,2.39624,2.14966,2.72339,2.15088,2.39014,36.6469,16.0496,19,625.369,703.502,24.0015,27.0687,30.0009,26.9358,26.9076,27.4009,23.511,65.4578,24,420,21.9472,100.729,101.453
control,control,22,18,1657292878,2643.5,y,7/8/2022,20220708 09:07:58,9:07:58,15,1657292870,0.00090847,0.908469791,6.695357731,417.5444839,224.7853756,19.25665412,35.76971894,0.058498509,3.214285171,0.057913424,0.03624797,71.18997175,25.13783791,25.15782258,3.209719222,60.05346166,1.906014642,3.173863069,1.303704581,-40.06351776,-32.66824417,-2.151192648,-3.692982827,0,0,1,0,45550.35504,399.9996129,340.283687,0.850710041,0.177975102,2.1,0.5,0: Broadleaf,2,1657292870,417.5444839,420.0206774,22.24915161,21.93825484,413.7704839,21.96915161,599.9869032,85.56686129,0.099984565,24.96930323,25.15782258,999.9,0,0,9999.237097,123.5065161,1247.929677,-2.548323871,426.9745806,429.4418387,0.316606065,420.0206774,21.93825484,1.904278065,1.877186774,16.67010645,16.44479355,399.9996129,0.642998645,0.357001355,28,6680.747742,1657292897,9:08:17,1657292897,1657292895,22,0.072,0.001,3.774,0.28,420,22,0.28,0.11,0,0,0,0,0,0,0,0,0,0,0,3.23342,2.78134,0.0826493,0.0847103,0.0967238,0.0982566,23249,22921.9,24364.7,22308.3,32512.8,25700.5,39816.7,30937.6,2.1994,2.25725,0.044018,0,24.4427,999.9,59.2,29.1,27.9872,63.7638,12.2316,2,0.0125711,0.903347,20.3773,5.23047,11.9381,4.9786,3.281,5709.2,9999,9999,152,4.97172,1.86172,1.86723,1.85867,1.86283,1.86341,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.774,0.28,3.552952876,0.000678439,-9.11E-07,3.42E-10,0.095765545,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1,1.36719,2.3999,2.14966,2.72217,2.15088,2.39014,36.9556,16.0408,19,625.397,701.06,24.0017,27.2431,30.0009,27.1073,27.0826,27.4047,24.0617,64.7033,24,420,21.9128,100.7,101.418
control,control,22,19,1657292958,2723.5,y,7/8/2022,20220708 09:09:18,9:09:18,15,1657292950,0.000795139,0.795138806,5.325011318,418.0155161,244.9609232,20.98125442,35.80362852,0.052067939,3.214716711,0.051603929,0.0322938,35.59493605,24.95834629,25.02657097,3.184718123,60.04464624,1.904164559,3.17124786,1.280553564,-35.06562135,-12.32079229,-0.810618849,-12.60209643,0,0,1,0,45560.06005,200.0000323,170.1419895,0.85070981,0.177974652,2.1,0.5,0: Broadleaf,2,1657292950,418.0155161,419.9956129,22.23155484,21.95944194,414.3055161,21.94955484,599.9970645,85.55143548,0.099998823,24.95548065,25.02657097,999.9,0,0,10002.85484,62.14252903,1259.644839,-1.916150323,427.5874194,429.4256129,0.276710516,419.9956129,21.95944194,1.902335484,1.87866129,16.65404516,16.45713226,200.0000323,0.643004452,0.356995484,28,3340.389355,1657292975,9:09:35,1657292975,1657292974,23,-0.064,0.002,3.71,0.282,420,22,0.34,0.12,0,0,0,0,0,0,0,0,0,0,0,3.23309,2.78137,0.0826734,0.0846476,0.096651,0.0982361,23239.6,22915.1,24356.2,22300.8,32505.3,25692.8,39803.9,30927.3,2.19723,2.25157,0.0369921,0,24.4205,999.9,58.6,29.4,28.1928,63.9238,12.3037,2,0.0277312,0.973222,20.3792,5.23256,11.9381,4.9786,3.281,5711.4,9999,9999,152,4.97177,1.86175,1.86729,1.85867,1.8629,1.86346,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.71,0.282,3.625004569,0.000678439,-9.11E-07,3.42E-10,0.097181711,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.1,1.36841,2.40112,2.14966,2.72095,2.15088,2.43042,37.2899,16.0408,19,625.859,698.388,24.0007,27.4448,30.0009,27.2963,27.2698,27.4079,24.3777,63.5843,24,420,21.9073,100.667,101.385
control,control,22,20,1657293036,2801.5,y,7/8/2022,20220708 09:10:36,9:10:36,15,1657293028,0.000723618,0.723617686,3.397876484,418.6865161,295.39562,25.29882518,35.85793512,0.047783883,3.21496998,0.047392808,0.029655375,17.79766598,24.85848094,24.95079677,3.170362106,60.03200875,1.901426883,3.167355087,1.268935223,-31.91153995,-2.757552182,-0.181324669,-17.05275082,0,0,1,0,45567.6988,100.0009258,85.07178808,0.850710005,0.177975012,2.1,0.5,0: Broadleaf,2,1657293028,418.6865161,419.9818387,22.20155161,21.95390323,415.0495161,21.91955161,599.9876452,85.54395161,0.099922119,24.9348871,24.95079677,999.9,0,0,10004.79516,30.96699032,1242.492258,-1.222153871,428.2702258,429.4089677,0.25319029,419.9818387,21.95390323,1.899683871,1.878024839,16.63209032,16.45180645,100.0009258,0.642999839,0.357000161,28,1670.206452,1657293058,9:10:58,1657293058,1657293056,24,-0.073,-0.001,3.637,0.282,420,22,0.3,0.22,0,0,0,0,0,0,0,0,0,0,0,3.23288,2.78119,0.0827485,0.0846136,0.0964853,0.0981982,23231.7,22909.3,24350.6,22294.8,32504.4,25686.8,39795.1,30918.5,2.19457,2.24655,0.0342205,0,24.3912,999.9,58,29.7,28.3944,63.7738,12.4479,2,0.0396799,0.992563,20.3801,5.23316,11.9381,4.97875,3.281,5713.3,9999,9999,152,4.97173,1.86174,1.86725,1.85867,1.86289,1.86346,1.86417,1.86036,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.637,0.282,3.56105176,0.000678439,-9.11E-07,3.42E-10,0.098893236,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1,1.36841,2.40356,2.14966,2.71973,2.15088,2.41943,37.554,16.0408,19,625.76,696.06,24.0001,27.6187,30.0008,27.4681,27.4389,27.4156,24.6549,62.8387,24,420,21.9041,100.644,101.356
control,control,22,21,1657293119,2884.5,y,7/8/2022,20220708 09:11:59,9:11:59,15,1657293111,0.00065438,0.654379609,1.556901821,419.3552903,351.9579775,30.14335933,35.91558655,0.043226271,3.214840763,0.042905957,0.026844804,8.898897905,24.81344467,24.91535806,3.163667396,59.90980166,1.896041447,3.164826781,1.267625949,-28.85814074,1.064511016,0.069983234,-18.82474859,0,0,1,0,45567.3908,50.00063871,42.53605453,0.850710224,0.177975685,2.1,0.5,0: Broadleaf,2,1657293111,419.3552903,419.9962581,22.13843871,21.91447419,415.6902903,21.85843871,599.9944194,85.54479355,0.099974452,24.9215,24.91535806,999.9,0,0,10004.15323,15.21513548,1272.042581,-0.668939355,428.8229677,429.4064839,0.229061226,419.9962581,21.91447419,1.894263548,1.874668387,16.58714516,16.42367742,50.00063871,0.642990677,0.357009258,28,835.1007419,1657293138,9:12:17,1657293138,1657293135,25,0.028,0.001,3.665,0.28,420,22,0.4,0.14,0,0,0,0,0,0,0,0,0,0,0,3.23279,2.78126,0.0828162,0.0845847,0.0961131,0.0979099,23224.3,22904.1,24345.2,22289.6,32511.4,25689.3,39786.9,30911.3,2.19282,2.24125,0.0336617,0,24.3605,999.9,57.4,30,28.5891,63.4538,12.508,2,0.0508714,1.02935,20.3806,5.22972,11.9381,4.9784,3.281,5715.5,9999,9999,152.1,4.97174,1.86178,1.86734,1.85867,1.86293,1.86353,1.86417,1.86038,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.665,0.28,3.487953983,0.000678439,-9.11E-07,3.42E-10,0.098034233,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.1,1.36841,2.40234,2.14966,2.71851,2.15088,2.38892,37.8437,16.0408,19,626.286,693.474,24.0009,27.7781,30.0008,27.6351,27.6073,27.4211,25.4827,61.7182,24,420,21.9405,100.623,101.333
control,control,22,22,1657293199,2964,y,7/8/2022,20220708 09:13:18,9:13:18,15,1657293191,0.00038617,0.386170018,-0.636721103,420.1484516,449.6938362,38.51516545,35.98467629,0.025481355,3.213486992,0.025369634,0.015866018,0,24.83480506,24.89924516,3.160627603,59.86987041,1.895403832,3.165872615,1.265223771,-17.0300978,4.815107484,0.316671977,-11.89831834,0,0,1,0,45541.73103,0,0,0,0,2.1,0.5,0: Broadleaf,2,1657293191,420.1484516,419.9823871,22.13028065,21.9981129,416.5404516,21.84628065,600.0029355,85.5475,0.100028048,24.92703871,24.89924516,999.9,0,0,9998.143548,-0.572205065,1280.152581,0.223527419,429.7163871,429.4290645,0.13409171,419.9823871,21.9981129,1.893355484,1.881883548,16.5796,16.48405806,0,0,0,28,3.708333226,1657293217,9:13:37,1657293217,1657293215,26,-0.057,0.001,3.608,0.284,420,22,0.38,0.19,0,0,0,0,0,0,0,0,0,0,0,3.23271,2.78122,0.0829163,0.0845448,0.0961656,0.0982244,23215,22899.5,24338.7,22284.6,32501.4,25674.5,39776.7,30904,2.1908,2.23633,0.032898,0,24.3577,999.9,56.8,30.3,28.7779,63.7138,12.5841,2,0.0622078,1.09458,20.3815,5.23047,11.9381,4.97755,3.281,5717.7,9999,9999,152.1,4.97173,1.86184,1.86732,1.85868,1.86293,1.8635,1.86417,1.86039,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.608,0.284,3.516323535,0.000678439,-9.11E-07,3.42E-10,0.099195952,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.1,1.36841,2.40479,2.14966,2.71851,2.15088,2.3999,38.062,16.0321,19,626.515,691.127,24.0012,27.931,30.0008,27.7947,27.7686,27.4292,25.4827,60.6009,24,420,22.0044,100.597,101.309
s4,south,4,32,1657297539,7303.9,y,7/8/2022,20220708 10:25:38,10:25:38,15,1657297531,0.004750021,4.750021256,13.06540594,415.5037667,318.127514,27.24704466,35.58714411,0.252374178,3.212645797,0.241854647,0.152067754,427.1372469,26.54906398,26.96096667,3.570962588,59.7739197,1.9429805,3.250548919,1.627982087,-209.4759374,-275.5100722,-18.35371313,-76.20247586,0,0,1,0,45467.68028,2399.984667,2041.690821,0.850709944,0.17797499,1.8,0.5,0: Broadleaf,2,1657297531,415.5037667,420.0154,22.6856,21.29294667,412.4177667,22.39455333,600.0111667,85.54816,0.100026533,25.37026333,26.96096667,999.9,0,0,9996.596333,742.6152667,70.25631667,-4.408750667,425.2537,429.1532,1.392644333,420.0154,21.29294667,1.940711,1.821573,16.96872333,15.97315667,2399.984667,0.642999933,0.357,29,40084.26,1657297562,10:26:01,1657297562,1657297463,45,-0.104,-0.007,3.086,0.26,420,21,0.3,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23353,2.78128,0.0824105,0.0846537,0.0980027,0.0961408,23281.4,22901.3,24391.7,22286.5,32503.6,25729.4,39862.8,30899.8,2.19895,2.2399,0.0831708,0,25.6008,999.9,52.9,30.8,27.5802,64.2531,13.109,2,-0.0127769,0.712309,20.3612,5.22912,11.9381,4.9787,3.281,5836.6,9999,9999,153.3,4.97165,1.86156,1.86707,1.85837,1.86268,1.86325,1.86401,1.86018,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.086,0.2912,3.040122401,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.3,1.3,1.37573,2.42676,2.14966,2.70508,2.15088,2.37183,34.7379,15.4629,19,626.34,687.366,24.0001,27.0975,29.9999,27.2219,27.2266,27.5589,24.5871,49.9139,24,420,21.36,100.815,101.305
s4,south,4,33,1657297623,7387.9,y,7/8/2022,20220708 10:27:02,10:27:02,15,1657297615,0.004575648,4.575648217,12.98009283,415.5462258,321.5710337,27.54078662,35.58924385,0.259262305,3.213784012,0.248178021,0.156067651,355.9518413,26.18071424,26.52520645,3.480558445,60.12590579,1.951610791,3.245873415,1.528947654,-201.7860864,-204.3016051,-13.57378722,-63.70963735,0,0,1,0,45492.17684,2000.010645,1701.429035,0.850709989,0.177974973,1.8,0.5,0: Broadleaf,2,1657297615,415.5462258,420.0106774,22.78734839,21.44593226,412.4122258,22.49364516,599.9992258,85.54450323,0.099985026,25.34605484,26.52520645,999.9,0,0,10001.81129,607.4501613,70.07654516,-4.513254194,425.1862903,429.2155806,1.341417742,420.0106774,21.44593226,1.94933129,1.834580968,17.03867742,16.0845871,2000.010645,0.643000355,0.356999645,29,33403.97419,1657297647,10:27:26,1657297647,1657297463,46,0.048,-0.007,3.134,0.26,420,21,0.52,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23365,2.78131,0.0824224,0.0846789,0.0983128,0.0966216,23281.2,22900.6,24391.7,22286.3,32492.4,25714.9,39863.1,30898.9,2.1998,2.24085,0.0589415,0,25.554,999.9,52.8,30.8,27.5303,64.0731,13.0248,2,-0.0151067,0.721754,20.3664,5.23017,11.9381,4.97795,3.281,5838.7,9999,9999,153.3,4.97169,1.86156,1.86707,1.85837,1.86265,1.86325,1.86401,1.86017,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.134,0.2938,2.936435852,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,2.7,1.37573,2.4231,2.14966,2.70508,2.15088,2.38159,34.7379,15.4717,19,626.109,687.164,24.0002,27.0488,30,27.1436,27.1453,27.5576,24.1301,49.1658,24,420,21.4508,100.815,101.303
s4,south,4,34,1657297708,7472.9,y,7/8/2022,20220708 10:28:27,10:28:27,15,1657297700,0.004336557,4.336556758,13.24782335,415.4933226,321.961833,27.5736889,35.58398059,0.263870755,3.212734523,0.252394717,0.158736181,266.9647397,25.68317704,25.98351613,3.370968572,60.18775432,1.945155431,3.231812606,1.425813141,-191.242153,-123.0531728,-8.153097746,-55.4836839,0,0,1,0,45484.00717,1500.012258,1276.075451,0.850710015,0.177975039,1.8,0.5,0: Broadleaf,2,1657297700,415.4933226,420.0082258,22.71244194,21.44101935,412.3813226,22.42069355,599.9982581,85.54272903,0.099996513,25.27306774,25.98351613,999.9,0,0,9997.604194,450.2007419,70.36878065,-4.493256774,425.1715806,429.2109032,1.271424516,420.0082258,21.44101935,1.942883871,1.834123548,16.98639355,16.08066774,1500.012258,0.642999484,0.357000516,29,25053.03548,1657297724,10:28:43,1657297724,1657297463,47,-0.022,-0.007,3.112,0.26,420,21,0.79,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23359,2.78122,0.0824315,0.0846822,0.0980787,0.096629,23283.4,22901.8,24394.1,22287.4,32503.4,25715.8,39866.2,30900.3,2.20015,2.24125,0.034377,0,25.412,999.9,52.6,30.8,27.4241,64.3931,13.121,2,-0.0188161,0.713638,20.3721,5.23077,11.9381,4.97925,3.281,5840.8,9999,9999,153.3,4.97165,1.86157,1.86707,1.85837,1.86267,1.86325,1.86401,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.112,0.2916,2.984836956,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,4.1,1.37573,2.42432,2.14966,2.70386,2.15088,2.39868,34.7379,15.4717,19,625.675,686.647,23.9999,27.0123,29.9998,27.0811,27.0777,27.5529,24.0206,48.4193,24,420,21.4697,100.824,101.308
s4,south,4,35,1657297785,7549.9,y,7/8/2022,20220708 10:29:44,10:29:44,15,1657297777,0.004182666,4.182665871,13.28449866,415.5157419,322.8494161,27.64910382,35.58512828,0.266092,3.212791306,0.254426727,0.160022164,213.5715626,25.35718555,25.64964516,3.304934605,60.29629625,1.940149082,3.217691969,1.364785523,-184.4555649,-77.97042151,-5.155402068,-54.00982588,0,0,1,0,45496.23061,1200.009677,1020.860139,0.850709922,0.177974867,1.8,0.5,0: Broadleaf,2,1657297777,415.5157419,420.0223548,22.65447742,21.42813871,412.4077419,22.36424516,600.0167419,85.54080645,0.10006029,25.19949032,25.64964516,999.9,0,0,9998.067742,360.8072903,70.62719355,-4.50327,425.1506129,429.2196774,1.226326452,420.0223548,21.42813871,1.937881613,1.83298129,16.94571613,16.07092581,1200.009677,0.643001677,0.35699829,29,20042.45484,1657297802,10:30:01,1657297802,1657297463,48,-0.004,-0.007,3.108,0.26,420,21,0.3,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23357,2.78101,0.0824432,0.0846941,0.0979213,0.0965886,23284.8,22902.2,24395.7,22288,32511.5,25717.4,39869.2,30901,2.20045,2.24167,0.0228547,0,25.2663,999.9,52.5,30.8,27.3728,63.7731,13.0689,2,-0.0211712,0.706509,20.375,5.22987,11.9381,4.9777,3.281,5842.7,9999,9999,153.4,4.97169,1.86156,1.86707,1.85837,1.86267,1.86325,1.86401,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.108,0.2901,2.962543153,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,5.4,1.37573,2.42065,2.14966,2.70508,2.15088,2.39502,34.7379,15.4542,19,625.396,686.408,24,26.9841,30,27.0359,27.0298,27.5516,23.8712,47.6738,24,420,21.4178,100.831,101.31
s4,south,4,36,1657297863,7627.9,y,7/8/2022,20220708 10:31:02,10:31:02,15,1657297855,0.004080707,4.080707175,13.12352639,415.5801935,325.6888611,27.89204866,35.59035744,0.2709254,3.213370891,0.258844911,0.162818561,160.178484,25.01919184,25.3101,3.238940126,60.22901963,1.929558064,3.203701598,1.309382062,-179.9591864,-31.83913908,-2.100458821,-53.72030027,0,0,1,0,45518.02746,900.0057742,765.6438495,0.85070993,0.177974952,1.8,0.5,0: Broadleaf,2,1657297855,415.5801935,420.0260323,22.53099355,21.33435806,412.4681935,22.24395161,599.9969677,85.54017097,0.099996661,25.1263129,25.3101,999.9,0,0,10000.58,272.333129,63.91075161,-4.45064129,425.1546129,429.1823548,1.196637419,420.0260323,21.33435806,1.927304839,1.824945161,16.85942903,16.00210323,900.0057742,0.643000452,0.356999484,28.37230968,15031.81935,1657297883,10:31:22,1657297883,1657297463,49,0.004,-0.007,3.112,0.26,420,21,0.67,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23372,2.78142,0.0824568,0.0847008,0.0975365,0.096289,23284.7,22901.9,24395.9,22287.8,32525.7,25725.3,39869.4,30900.3,2.20087,2.24175,0.0101551,0,25.135,999.9,52.4,30.8,27.3215,64.1331,13.149,2,-0.0229472,0.709619,20.3782,5.23032,11.9381,4.979,3.281,5845,9999,9999,153.4,4.97169,1.86157,1.86707,1.85837,1.86265,1.86325,1.86401,1.86012,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.112,0.2867,2.958435314,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,6.7,1.37451,2.42554,2.14966,2.70386,2.15088,2.37061,34.7379,15.4454,19,625.296,685.963,24.0001,26.9613,30.0001,26.9982,26.9902,27.5435,23.9521,46.9279,24,420,21.3777,100.832,101.308
s4,south,4,37,1657297944,7708.9,y,7/8/2022,20220708 10:32:23,10:32:23,15,1657297936,0.003883662,3.883662008,12.92344184,415.6606452,327.0283133,28.00650664,35.59692585,0.26965542,3.211581848,0.257678882,0.162081015,106.7857963,24.70451076,24.98583226,3.176992809,60.33726535,1.924706156,3.189912809,1.252286653,-171.2694946,11.78823209,0.776562792,-51.9189034,0,0,1,0,45496.20583,600.0031935,510.4288079,0.850710152,0.17797538,1.8,0.5,0: Broadleaf,2,1657297936,415.6606452,420.0220968,22.47454194,21.33559355,412.5896452,22.18893871,599.9816452,85.53942903,0.099965171,25.05391613,24.98583226,999.9,0,0,9993.141613,183.2362581,64.17050968,-4.321246774,425.2583548,429.1789032,1.138940323,420.0220968,21.33559355,1.922458065,1.825033548,16.81976129,16.00287097,600.0031935,0.642994935,0.357005065,28,10021.16452,1657297964,10:32:43,1657297964,1657297463,50,-0.041,-0.007,3.071,0.26,420,21,0.29,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23377,2.78133,0.0824774,0.0847162,0.0973931,0.096305,23284.9,22901.4,24396.6,22287.6,32531.7,25724.6,39870.4,30899.9,2.20135,2.2418,-0.00198931,0,25.0097,999.9,52.3,30.8,27.269,64.3431,13.125,2,-0.0237779,0.711836,20.3811,5.22927,11.9381,4.97895,3.281,5847.2,9999,9999,153.4,4.97168,1.86157,1.86707,1.85837,1.86264,1.86325,1.86401,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.071,0.2855,2.962437363,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,8,1.37451,2.4231,2.14966,2.70386,2.15088,2.38525,34.7379,15.4367,19,625.37,685.662,23.9999,26.9484,29.9999,26.9727,26.9633,27.5377,23.8003,46.1822,24,420,21.2784,100.834,101.307
