ID,Transect,Plot,obs,time,elapsed,KEEP,Date,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
n3,north,3,31,1656349547,3795,y,6/27/2022,20220627 11:05:47,11:05:47,15,1656349539,0.003909572,3.909572252,3.846403504,418.4379677,374.9375904,32.15109736,35.8812778,0.204507864,3.217149168,0.197550426,0.124074396,17.7973511,28.28628023,29.20011613,4.068579959,60.14737622,2.435918369,4.049916259,1.632661591,-172.4121363,-13.79766609,-0.945710108,-169.3581614,0,0,1,0,44987.09101,100.0001516,85.07106366,0.850709347,0.177973241,1.7,0.5,0: Broadleaf,2,1656349539,418.4379677,419.9912581,28.40703548,27.3308129,415.3199677,28.07644516,600.0126774,85.65050645,0.100024261,29.12056452,29.20011613,999.9,0,0,10003.5729,31.87072903,80.3619,-1.558701935,430.6666129,431.7925161,1.076223871,419.9912581,27.3308129,2.433077097,2.340897419,20.5856129,19.96062258,100.0001516,0.643023645,0.356976419,28.87768387,1670.212903,1656349563,11:06:03,1656349563,1656349473,35,0.005,-0.018,3.118,0.294,420,27,0.4,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23158,2.78127,0.0826438,0.0844672,0.114301,0.113918,23189.5,22833.1,24308.4,22221.1,31809.5,25130.1,39732.5,30784.1,2.17228,2.237,0.0539795,0,28.3082,999.9,66.9,28.8,31.0537,63.8436,13.0128,2,0.126791,-1.0704,20.38,5.22972,11.9397,4.9777,3.281,2657.5,9999,9999,123.2,4.97173,1.86157,1.86707,1.85837,1.86271,1.86325,1.86403,1.86005,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.118,0.3303,2.963535271,0.000678439,-9.11E-07,3.42E-10,-0.044560692,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.2,1.37695,2.39746,2.14966,2.71851,2.15088,2.39258,33.9639,15.3754,19,624.155,705.482,30,28.942,29.9999,28.8687,28.8405,27.5759,13.7074,100,30,420,27.3013,100.48,100.96
n3,north,3,32,1656349624,3872,y,6/27/2022,20220627 11:07:04,11:07:04,15,1656349616,0.00336148,3.36148012,1.582645365,419.136871,391.543619,33.5755013,35.94166747,0.175192775,3.216743472,0.170059431,0.106735826,8.898846293,28.31523519,29.14078387,4.054652856,60.0298092,2.423670077,4.037444245,1.630982779,-148.2412733,-12.75651855,-0.873969745,-152.9729153,0,0,1,0,44987.70477,49.99870323,42.5345264,0.850712592,0.177981542,1.7,0.5,0: Broadleaf,2,1656349616,419.136871,419.9844839,28.26383871,27.33833548,416.058871,27.96283871,599.998129,85.65165484,0.099969419,29.06722581,29.14078387,999.9,0,0,10001.73387,15.68166129,67.76791613,-0.807716645,431.3803548,431.7889677,0.951184839,419.9844839,27.33833548,2.423043548,2.341573226,20.5186129,19.96529032,49.99870323,0.642912677,0.35708729,28,835.0335806,1656349649,11:07:29,1656349640,1656349649,36,-0.04,0.005,3.078,0.301,420,27,0.61,0.11,0,0,0,0,0,0,0,0,0,0,0,3.23156,2.78127,0.0827727,0.0844725,0.11399,0.113956,23186.1,22833,24308.2,22221,31820.3,25128.7,39732,30783.8,2.17235,2.23705,0.0557862,0,28.2246,999.9,66.8,28.9,31.185,63.5236,13.133,2,0.125831,-1.06702,20.3808,5.22987,11.9396,4.97755,3.281,2659.9,9999,9999,123.2,4.97171,1.86157,1.86707,1.85837,1.86271,1.86325,1.86404,1.86005,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.078,0.301,2.968842523,0.000678439,-9.11E-07,3.42E-10,-0.044560692,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,2.5,1.37695,2.39746,2.14966,2.71851,2.15088,2.37061,33.9413,15.3754,19,623.956,705.231,29.9998,28.9196,30,28.8451,28.8175,27.5784,13.8058,100,30,420,27.283,100.478,100.959
n3,north,3,33,1656349710,3958,y,6/27/2022,20220627 11:08:30,11:08:30,15,1656349702,0.002714762,2.714762174,-1.38590732,420.0912258,422.8943048,36.26303064,36.02266765,0.140805192,3.21561303,0.137467453,0.086210451,0,28.37884156,29.08621935,4.041881599,59.89104895,2.412192446,4.027634327,1.629689153,-119.7210119,-10.5833563,-0.724989866,-131.029358,0,0,1,0,44973.42892,0,0,0,0,1.7,0.5,0: Broadleaf,2,1656349702,420.0912258,420.0216774,28.13064516,27.38308387,416.9902258,27.83264516,599.9869355,85.64963226,0.099998874,29.02517097,29.08621935,999.9,0,0,9997.219677,-0.536496516,67.50547097,0.046670241,432.2400323,431.8470645,0.776397194,420.0216774,27.38308387,2.41185,2.345352258,20.44354839,19.99131935,0,0,0,28,1,1656349727,11:08:47,1656349727,1656349727,37,0.023,-0.004,3.101,0.298,420,27,0.86,0.09,0,0,0,0,0,0,0,0,0,0,0,3.23146,2.78136,0.082912,0.0844725,0.113607,0.114079,23183,22832.8,24308.6,22220.8,31834.7,25125,39732.7,30783.5,2.1723,2.23635,0.056345,0,28.1674,999.9,66.7,28.9,31.1395,63.7136,13.1811,2,0.125816,-1.06026,20.3822,5.22987,11.9409,4.97765,3.281,2662,9999,9999,123.2,4.97171,1.86157,1.86707,1.85837,1.86269,1.86325,1.86406,1.86006,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.101,0.298,2.928884622,0.000678439,-9.11E-07,3.42E-10,-0.039941787,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.2,1,1.37695,2.39624,2.14966,2.71851,2.15088,2.39746,34.0545,15.3666,19,623.811,704.497,30.0001,28.9171,30.0002,28.8352,28.8101,27.5813,13.8208,100,30,420,27.4337,100.48,100.958
n4,north,4,34,1656350305,4552.5,n,6/27/2022,20220627 11:18:24,11:18:24,15,1656350297,0.001841884,1.841884446,7.263866869,416.3991333,239.5966551,20.54279446,35.70167457,0.071960056,3.215209598,0.071077156,0.044501645,427.130555,31.13006795,31.23626333,4.572509532,59.79344888,2.441558925,4.083321786,2.130950608,-81.22710407,-342.0896484,-23.7162876,-19.902485,0,0,1,0,44942.9155,2399.947,2041.65872,0.85070992,0.177974995,2.7,0.5,0: Broadleaf,2,1656350297,416.3991333,420.0129667,28.47662,27.67138333,413.4461333,28.17262,600.0063667,85.63906,0.10001032,29.26272667,31.23626333,999.9,0,0,9999.627333,762.7361333,85.30304667,-3.46594,428.7702333,431.9660333,0.836282167,420.0129667,27.67138333,2.44137,2.369750667,20.64082,20.15854333,2399.947,0.642999767,0.357000133,28,40083.66667,1656350333,11:18:52,1656350333,1656350323,38,-0.148,-0.003,2.953,0.304,420,28,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0,3.23152,2.78135,0.0823469,0.0844649,0.114542,0.114724,23194.8,22827,24305.9,22214.9,31797.6,25099.3,39728.8,30774.5,2.17345,2.23253,0.175707,0,28.3887,999.9,66.1,29.3,31.5855,63.7737,13.113,2,0.127721,-1.2546,20.3544,5.22957,11.9408,4.9777,3.281,2679,9999,9999,123.4,4.9717,1.86157,1.86707,1.85837,1.86273,1.86326,1.86404,1.86006,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.953,0.304,2.951989286,0.000678439,-9.11E-07,3.42E-10,-0.043443594,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,9.6,9.6,1.37695,2.3999,2.14966,2.71851,2.15088,2.40112,34.4636,15.2703,19,624.981,701.3,30.0005,28.9015,29.9998,28.8624,28.8328,27.5956,14.6102,100,30,420,27.6112,100.47,100.93
n4,north,4,35,1656350394,4641.5,n,6/27/2022,20220627 11:19:53,11:19:53,15,1656350386,0.002284719,2.284719341,9.506372997,415.2936452,241.8858285,20.73895518,35.60670067,0.095982951,3.214825237,0.094418889,0.059150207,355.9488262,30.63834214,30.76020968,4.450063624,60.22764855,2.458978411,4.082806602,1.991085213,-100.7561229,-259.918901,-17.97905499,-22.70525276,0,0,1,0,44936.26475,1999.994194,1701.414954,0.850709947,0.17797493,2.7,0.5,0: Broadleaf,2,1656350386,415.2936452,419.9983871,28.67994194,27.68132581,412.3706452,28.34165806,600.0126452,85.6385871,0.100024806,29.26054194,30.76020968,999.9,0,0,9998.066774,624.2686129,85.35087742,-4.67503129,427.5865161,431.9555161,0.998609968,419.9983871,27.68132581,2.456109677,2.370589677,20.73853548,20.16426129,1999.994194,0.643000839,0.356999129,28,33403.70968,1656350411,11:20:10,1656350411,1656350323,39,-0.03,-0.003,2.923,0.304,420,28,0.47,0.15,0,0,0,0,0,0,0,0,0,0,0,3.23157,2.78109,0.0821881,0.0844675,0.115137,0.11492,23201.7,22829.4,24308.8,22217.2,31779.9,25096.4,39733.7,30777.8,2.17425,2.23313,0.145055,0,28.4081,999.9,66,29.4,31.7213,63.5437,13.2412,2,0.122508,-1.2813,20.3594,5.22927,11.9426,4.97775,3.28103,2681.2,9999,9999,123.4,4.97175,1.86157,1.86707,1.85837,1.86268,1.86325,1.86411,1.86011,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.923,0.3391,2.804021972,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.2,1.37695,2.39624,2.14966,2.71729,2.15088,2.36938,34.5321,15.2615,19,625.103,701.292,30.0001,28.8408,29.9998,28.8172,28.7893,27.5993,14.8262,100,30,420,27.5705,100.482,100.941
n4,north,4,36,1656350472,4719.5,n,6/27/2022,20220627 11:21:11,11:21:11,15,1656350464,0.002666872,2.666871691,11.18811625,414.4723548,253.1654008,21.70552386,35.53542293,0.121964461,3.214286963,0.119450587,0.074878163,266.9630365,29.98545212,30.13805161,4.294350273,60.42755609,2.455533039,4.063598129,1.838817234,-117.6090416,-166.2078414,-11.45876229,-28.31260872,0,0,1,0,44938.60225,1500.003871,1276.068232,0.850709959,0.177974898,2.7,0.5,0: Broadleaf,2,1656350464,414.4723548,420.0044194,28.64045161,27.47472903,411.4853548,28.30349677,599.9992258,85.63653548,0.099998006,29.1789129,30.13805161,999.9,0,0,9996.043548,462.0006452,85.43803871,-5.596527419,426.6268065,431.869871,1.165717419,420.0044194,27.47472903,2.452669032,2.352840645,20.71576452,20.0428,1500.003871,0.643001355,0.356998645,28,25052.92581,1656350494,11:21:33,1656350494,1656350323,40,0.063,-0.003,2.987,0.304,420,28,0.41,0.15,0,0,0,0,0,0,0,0,0,0,0,3.23165,2.78139,0.0820633,0.0844822,0.114965,0.114256,23207.8,22830.7,24311.6,22218.6,31789.4,25116.6,39738.1,30779.7,2.17512,2.23295,0.113383,0,28.2798,999.9,66,29.4,31.7212,63.6637,13.2853,2,0.118237,-1.31102,20.3651,5.22882,11.9424,4.97745,3.281,2683.4,9999,9999,123.4,4.97172,1.86157,1.86707,1.85837,1.86275,1.86328,1.86413,1.8601,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.987,0.3369,2.773917021,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,2.5,1.37695,2.40234,2.14966,2.71729,2.15088,2.39258,34.5321,15.2528,19,625.237,700.531,30,28.7816,29.9999,28.7679,28.7421,27.5917,15.8988,100,30,420,27.3657,100.493,100.947
n4,north,4,37,1656350555,4802.5,y,6/27/2022,20220627 11:22:34,11:22:34,15,1656350547,0.002921649,2.921649218,12.49143684,413.832129,257.3769571,22.06633351,35.48009068,0.140633578,3.215495796,0.137303748,0.086107448,213.5704141,29.5508983,29.72182581,4.192848004,60.31940515,2.439065611,4.043583661,1.753782393,-128.8447305,-108.9226721,-7.487906154,-31.68489459,0,0,1,0,44973.20381,1200.001935,1020.853674,0.850710023,0.177975058,2.7,0.5,0: Broadleaf,2,1656350547,413.832129,419.9973548,28.44873548,27.17139677,410.863129,28.11820968,600.0003226,85.63546774,0.099998868,29.0935,29.72182581,999.9,0,0,10001.25,369.9426452,85.58820968,-6.148302903,425.9674839,431.7281613,1.277333548,419.9973548,27.17139677,2.436219355,2.326834839,20.60656452,19.86339677,1200.001935,0.642999226,0.357000774,28,20042.29677,1656350580,11:22:59,1656350580,1656350323,41,-0.018,-0.003,2.969,0.304,420,28,0.43,0.15,0,0,0,0,0,0,0,0,0,0,0,3.23178,2.78141,0.0819877,0.0844833,0.114504,0.113493,23212.9,22833.4,24314.7,22221.1,31809.5,25140.8,39742.5,30782.8,2.17648,2.23318,0.0966638,0,28.1401,999.9,65.9,29.5,31.8574,63.6437,13.1931,2,0.112782,-1.33376,20.3677,5.22957,11.9426,4.97775,3.281,2685.3,9999,9999,123.4,4.97171,1.86157,1.86707,1.85837,1.86271,1.86326,1.86412,1.86008,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.969,0.331,2.837318646,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,3.9,1.37695,2.39746,2.14966,2.71729,2.15088,2.40723,34.6235,15.2615,19,625.606,699.964,30.0003,28.7127,29.9999,28.7071,28.6817,27.5828,16.8732,100,30,420,27.1528,100.505,100.957
n4,north,4,38,1656350641,4888.5,y,6/27/2022,20220627 11:24:00,11:24:00,15,1656350633,0.003110807,3.11080742,12.94185634,413.605871,268.0816436,22.98375885,35.46015859,0.15753185,3.214904437,0.153365751,0.096218725,160.1777942,29.14146971,29.33994839,4.10156798,60.33080487,2.428801088,4.025805877,1.672766892,-137.1866072,-55.9181268,-3.836075493,-36.76301528,0,0,1,0,44973.79541,900.0030968,765.6415317,0.850709886,0.177974715,2.7,0.5,0: Broadleaf,2,1656350633,413.605871,420.0088065,28.32943871,26.96920968,410.643871,28.00289355,599.9898387,85.63421935,0.099956771,29.01732258,29.33994839,999.9,0,0,9998.909677,279.1052903,85.64973548,-6.396950323,425.670871,431.6500645,1.360223548,420.0088065,26.96920968,2.425969355,2.309488065,20.53817097,19.74273548,900.0030968,0.643003806,0.356996194,28,15031.80968,1656350657,11:24:16,1656350657,1656350323,42,-0.007,-0.003,2.962,0.304,420,28,0.31,0.15,0,0,0,0,0,0,0,0,0,0,0,3.2318,2.78129,0.0819618,0.0844952,0.114184,0.112944,23216.4,22834.9,24317.4,22222.7,31824.1,25158.1,39746.5,30785,2.1773,2.23318,0.0807308,0,28.0122,999.9,65.9,29.5,31.8569,63.8037,13.3053,2,0.107835,-1.34357,20.3707,5.22987,11.9427,4.97775,3.281,2687.8,9999,9999,123.5,4.97169,1.86157,1.86707,1.85837,1.86273,1.86328,1.8641,1.8601,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.962,0.3268,2.819525586,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,5.3,1.37695,2.40112,2.14966,2.71729,2.15088,2.39502,34.6692,15.2528,19,625.603,699.249,29.9998,28.6498,29.9998,28.6489,28.6257,27.5809,17.9404,100,30,420,26.9022,100.516,100.965
n4,north,4,39,1656350718,4965.9,y,6/27/2022,20220627 11:25:18,11:25:18,15,1656350710,0.003192852,3.192852121,12.21629056,413.9112667,284.7545431,24.41320463,35.48635375,0.169281868,3.214905418,0.164481307,0.103220789,106.7854672,28.77330986,28.98902,4.019218193,60.25878498,2.417449689,4.011779677,1.601768504,-140.8047785,-5.547458869,-0.379788239,-39.94655849,0,0,1,0,44982.79667,600.0019,510.4276679,0.850710086,0.177975215,2.7,0.5,0: Broadleaf,2,1656350710,413.9112667,420.0035,28.19702667,26.80071,410.9842667,27.87487667,599.9801333,85.63426333,0.099942547,28.95701333,28.98902,999.9,0,0,9998.908667,187.7697333,85.59819,-6.057985667,425.9562667,431.57,1.396322333,420.0035,26.80071,2.414631667,2.295059333,20.46224333,19.64175,600.0019,0.642997133,0.357002867,28,10021.14667,1656350735,11:25:35,1656350735,1656350323,43,-0.035,-0.003,2.927,0.304,420,28,0.29,0.15,0,0,0,0,0,0,0,0,0,0,0,3.2319,2.78119,0.0820352,0.0845003,0.113772,0.11229,23216.2,22835.3,24319,22223,31841.4,25176.6,39749.4,30785.1,2.17812,2.2331,0.066936,0,27.89,999.9,65.9,29.6,32.0397,63.7737,13.4054,2,0.105061,-1.35661,20.374,5.22942,11.9432,4.9777,3.281,2689.8,9999,9999,123.5,4.97174,1.86157,1.86707,1.85838,1.86278,1.8633,1.86416,1.86015,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.927,0.3217,2.812722765,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,6.6,1.37695,2.40601,2.14966,2.71729,2.15088,2.36694,34.6235,15.2353,19,625.743,698.619,29.9994,28.6049,30,28.604,28.5816,27.5781,19.6239,100,30,420,26.7404,100.523,100.965
n4,north,4,40,1656350796,5043.9,y,6/27/2022,20220627 11:26:36,11:26:36,15,1656350788,0.003210451,3.210451281,10.78027905,414.5532581,303.555656,26.02365616,35.53941834,0.176494327,3.214590932,0.171282269,0.10750688,71.19024013,28.50186175,28.72335484,3.957838981,60.35057491,2.410642417,3.994398431,1.547196563,-141.5809015,27.4979172,1.879553257,-41.01319093,0,0,1,0,44988.161,400.0023226,340.2859066,0.850709827,0.177974567,2.7,0.5,0: Broadleaf,2,1656350788,414.5532581,420.0032581,28.11919032,26.71511935,411.6542581,27.79960323,600.0035161,85.62943226,0.100006948,28.88202258,28.72335484,999.9,0,0,9998.150645,126.141129,85.5267129,-5.422339032,426.5757742,431.5315806,1.404068065,420.0032581,26.71511935,2.407829032,2.287600645,20.41652903,19.58935161,400.0023226,0.643005774,0.356994226,28,6680.817742,1656350813,11:26:53,1656350813,1656350323,44,-0.028,-0.003,2.899,0.304,420,28,0.51,0.15,0,0,0,0,0,0,0,0,0,0,0,3.23196,2.78121,0.0821284,0.0844963,0.113615,0.112197,23215.2,22835.8,24320.3,22223.3,31848.7,25179.5,39751.6,30785.4,2.1788,2.23318,0.0569746,0,27.7869,999.9,65.8,29.6,31.9937,63.5637,13.3333,2,0.102414,-1.3619,20.376,5.22972,11.9415,4.9777,3.281,2691.7,9999,9999,123.5,4.97171,1.86157,1.86707,1.85837,1.86271,1.86331,1.86415,1.86008,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.899,0.3197,2.77806316,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,7.9,1.37695,2.3999,2.14966,2.71729,2.15088,2.36938,34.715,15.2265,19,625.826,698.178,30.0003,28.5694,29.9999,28.5643,28.5418,27.577,19.974,100,30,420,26.5856,100.528,100.967
n4,north,4,41,1656350874,5121.9,y,6/27/2022,20220627 11:27:54,11:27:54,15,1656350866,0.00323096,3.230960011,7.192431661,416.1411935,340.8899764,29.22349488,35.67456037,0.183784167,3.215186106,0.178141087,0.111830754,35.59499286,28.20169583,28.43227097,3.891527068,60.28511321,2.393685855,3.970608543,1.497841212,-142.4853365,60.08703077,4.09830391,-42.70500896,0,0,1,0,45014.2832,199.9994516,170.1415546,0.850710105,0.177975452,2.7,0.5,0: Broadleaf,2,1656350866,416.1411935,419.9828387,27.92217419,26.50883548,413.2391935,27.60906452,599.9984516,85.62706774,0.099990574,28.77891935,28.43227097,999.9,0,0,10000.92903,63.53301613,85.63680968,-3.845132581,428.0909677,431.4192581,1.413335806,419.9828387,26.50883548,2.390893871,2.269874839,20.30222581,19.46419355,199.9994516,0.642993677,0.357006226,28,3340.35871,1656350896,11:28:15,1656350896,1656350323,45,0.004,-0.003,2.902,0.304,420,28,0.31,0.15,0,0,0,0,0,0,0,0,0,0,0,3.23212,2.78144,0.0823791,0.0845038,0.113073,0.111616,23211.1,22837.8,24322.5,22225.3,31870.7,25197.9,39754.6,30787.8,2.17948,2.23303,0.0466928,0,27.6604,999.9,65.7,29.7,32.1311,63.7137,13.3854,2,0.0992988,-1.41093,20.3775,5.23077,11.943,4.9777,3.281,2694,9999,9999,123.5,4.97174,1.86157,1.86707,1.85837,1.86273,1.86325,1.86415,1.86012,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.902,0.3131,2.749766968,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,9.2,1.37695,2.40234,2.14966,2.71729,2.15088,2.40356,34.7608,15.2265,19,625.902,697.506,29.9991,28.5322,29.9998,28.5241,28.4997,27.5753,20.7796,100,30,420,26.4068,100.536,100.975
n4,north,4,42,1656350957,5204.4,y,6/27/2022,20220627 11:29:16,11:29:16,15,1656350949,0.003104886,3.104886309,3.761569694,417.7195484,371.9332474,31.88367606,35.80866958,0.178890885,3.214499361,0.173538484,0.108929105,17.79785432,28.06233154,28.27063871,3.855125698,60.12256719,2.377132872,3.953811327,1.477992826,-136.9254862,75.41293155,5.138719914,-38.57598047,0,0,1,0,45012.66267,100.0020194,85.07271837,0.850710005,0.177974949,2.7,0.5,0: Broadleaf,2,1656350949,417.7195484,419.995871,27.7300129,26.37157097,414.8105484,27.4560129,600.0055484,85.62415161,0.100037552,28.70579677,28.27063871,999.9,0,0,9998.382258,31.70727419,85.91642258,-2.283043548,429.6412903,431.3717419,1.392375806,419.995871,26.37157097,2.377264516,2.258042258,20.20972581,19.38018065,100.0020194,0.643000774,0.356999258,28,1670.223226,1656350980,11:29:39,1656350980,1656350976,46,0.007,0.01,2.909,0.274,420,26,0.62,0.09,0,0,0,0,0,0,0,0,0,0,0,3.23225,2.78135,0.0826257,0.0845118,0.112654,0.111252,23207.6,22839.5,24325.2,22227,31889.4,25210.2,39759.1,30790.2,2.18027,2.23333,0.0445321,0,27.538,999.9,65.6,29.7,32.0819,63.5537,13.3413,2,0.094779,-1.43989,20.3784,5.23167,11.9417,4.9781,3.281,2696.2,9999,9999,123.6,4.97168,1.86157,1.86707,1.85837,1.86276,1.86327,1.86416,1.86011,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.909,0.274,2.753240605,0.000678439,-9.11E-07,3.42E-10,-0.046076165,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,10.6,1.37573,2.40356,2.14966,2.71606,2.15088,2.3938,34.7379,15.2265,19,625.951,697.133,29.9996,28.4772,29.9999,28.4727,28.4493,27.5721,21.4371,100,30,420,26.3445,100.548,100.983
n4,north,4,43,1656351041,5288.4,y,6/27/2022,20220627 11:30:40,11:30:40,15,1656351033,0.003107402,3.107402432,1.489356527,418.7349355,393.8996121,33.76691095,35.89591064,0.182057941,3.215197219,0.176518669,0.11080781,8.898877189,27.9102145,28.1293129,3.82354132,60.27701119,2.368965904,3.930131666,1.454575417,-137.0364472,81.97811407,5.578065386,-40.58139061,0,0,1,0,45040.80105,50.00042581,42.53587903,0.850710336,0.177976028,2.7,0.5,0: Broadleaf,2,1656351033,418.7349355,419.9906774,27.63459032,26.2749,415.8229355,27.32080645,599.9993226,85.62466452,0.099997077,28.60225161,28.1293129,999.9,0,0,10001.25645,15.59531935,85.9958871,-1.25862871,430.6324194,431.3235484,1.359690968,419.9906774,26.2749,2.366202581,2.249779677,20.13430323,19.32126129,50.00042581,0.642986,0.357013903,27.00807097,835.0954516,1656351061,11:31:00,1656351061,1656350976,47,0.003,0.01,2.912,0.274,420,26,0.47,0.09,0,0,0,0,0,0,0,0,0,0,0,3.23206,2.78127,0.0827837,0.0845199,0.112276,0.110984,23204.5,22839.3,24326,22226.9,31903.9,25217.4,39760.2,30789.8,2.18055,2.23333,0.0445619,0,27.4008,999.9,65.6,29.8,32.2668,63.5537,13.4255,2,0.0932215,-1.46255,20.3787,5.23167,11.9408,4.9782,3.28103,2698.4,9999,9999,123.6,4.97174,1.86157,1.86707,1.85837,1.86273,1.8633,1.86412,1.86013,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.912,0.3137,2.760017075,0.000678439,-9.11E-07,3.42E-10,-0.035676076,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,1.1,1.37573,2.40234,2.14966,2.71729,2.15088,2.39624,34.8525,15.209,19,625.763,696.687,29.9994,28.4395,30.0001,28.4362,28.4143,27.5693,22.0529,99.6277,30,420,26.2515,100.551,100.982
