obs,time,elapsed,Plot,Transect,ID,KEEP,Date,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
30,1655397712,3440.5,3,north,n3,y,6/16/2022,20220616 10:41:51,10:41:51,15,1655397704,0.009569254,9.569254328,-5.105688289,2.432584194,26.9027048,2.295812188,0.20759089,0.341033019,3.204774511,0.322078099,0.202913992,320.3526155,32.23580037,32.99838065,5.051647321,52.69681231,2.630303227,4.991389635,2.421344094,-422.0041159,-36.87035645,-2.632049884,-141.1539067,0,0,1,0,44208.95907,1799.986774,1531.266646,0.850709943,0.177974983,2.1,0.5,0: Broadleaf,2,1655397704,2.432584194,0.653744806,30.82232581,27.57632581,0.590245129,30.58991935,600.0014194,85.23757419,0.100023103,32.78498065,32.99838065,999.9,0,0,9997.740968,562.7316129,1593.57,1.778838065,2.509946452,0.672284032,3.24599871,0.653744806,27.57632581,2.627220323,2.350540323,21.83686129,20.0270129,1799.986774,0.643000032,0.356999903,39,30063.19032,1655397675,10:41:15,1655397675,1655397673,35,0.092,-0.002,1.841,0.228,1,28,0.45,0.03,0,0,0,0,0,0,0,0,0,0,0,3.22874,2.781,0.000142823,0.000162605,0.120131,0.11355,25165.4,24854.1,24214.2,22157.9,31484.8,25055.3,39584.1,30677.5,2.14173,2.20023,-0.00265986,0,33.0531,999.9,62.7,28.9,29.4127,63.678,14.4511,2,0.299563,1.33758,20.3561,5.22627,11.9441,4.97675,3.28053,2032.9,8971.2,9999,116.6,4.97176,1.86171,1.86718,1.85839,1.86279,1.86339,1.86418,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.842,0.2324,1.841938988,0.000678439,-9.11497E-07,3.42204E-10,0.232408506,0,0,0,1,2092,0,27,0.6,0.7,0.032959,4.99878,2.14966,2.73315,2.15088,2.40356,34.3497,15.498,19,623.462,698.272,30.001,31.3178,30.0001,31.0094,30.9492,0,0,100,30,0,29.0686,100.099,100.637
31,1655397802,3531,3,north,n3,n,6/16/2022,20220616 10:43:22,10:43:22,15,1655397794,0.009742054,9.742053632,20.26231807,411.7252333,297.5065793,25.38850014,35.13564698,0.349391973,3.205233917,0.329528198,0.207645638,320.3529739,32.26119952,32.99358333,5.050285783,52.71538372,2.641087776,5.010089255,2.409198007,-429.6245652,-24.56187316,-1.753667694,-135.5871321,0,0,1,0,44207.56696,1799.988667,1531.268308,0.850709972,0.177974995,2.1,0.5,0: Broadleaf,2,1655397794,411.7252333,420.2207,30.94869667,27.64458667,409.0142333,30.71629333,600.0149667,85.23754333,0.10006568,32.85144333,32.99358333,999.9,0,0,9999.682,562.9826667,1592.145,-9.216199,424.1307333,432.1678667,3.304111,420.2207,27.64458667,2.637990667,2.356357333,21.90387667,20.06693,1799.988667,0.642999967,0.357,39.85694667,30063.21667,1655397820,10:43:39,1655397820,1655397673,36,0.72,-0.002,2.711,0.228,420,28,0.22,0.03,0,0,0,0,0,0,0,0,0,0,0,3.2288,2.78123,0.080892,0.0836563,0.120465,0.113753,23134.7,22778.8,24213.7,22156,31474.3,25049.2,39583.2,30674.9,2.14182,2.20127,-0.0116304,0,33.1848,999.9,62.5,29,29.4892,63.158,14.359,2,0.301974,1.37756,20.3562,5.22598,11.9439,4.97715,3.281,2035.6,8971.2,9999,116.6,4.97168,1.86167,1.86716,1.85837,1.86279,1.86334,1.86417,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.711,0.2324,1.841938988,0.000678439,-9.11497E-07,3.42204E-10,0.232408506,0,0,0,1,2092,0,27,2.1,2.2,1.39282,2.40967,2.14966,2.73438,2.15088,2.41333,34.5092,15.5067,19,623.679,699.396,30,31.342,30.0001,31.0229,30.9627,27.9108,0,100,30,420,29.0686,100.097,100.628
32,1655397911,3639.5,3,north,n3,n,6/16/2022,20220616 10:45:10,10:45:10,15,1655397904,0.006606504,6.606504473,21.66649739,641.11616,453.7100912,38.71760075,54.71000095,0.222983289,3.204316428,0.214707549,0.13491017,320.3537024,33.04041064,33.04198,5.064036021,50.91476682,2.555505524,5.019183399,2.508530497,-291.3468473,-27.34511827,-1.953717072,-0.291980235,0,0,1,0,44186.51417,1799.9928,1531.271868,0.850709996,0.177974991,2.1,0.5,0: Broadleaf,2,1655397904,641.11616,650.17872,29.946552,27.7043,637.96748,29.724844,600.20868,85.238144,0.09740728,32.883688,33.04198,999.9,0,0,9995.7424,563.41588,1591.7224,-9.062524056,660.9018,668.70484,2.24225309,650.17872,27.7043,2.5525884,2.3614632,21.35082,20.101904,1799.9928,0.64300012,0.35699988,39.986656,30063.292,1655397898,10:44:58,1655397895,1655397898,37,0.436,0.001,3.148,0.233,650,28,0.25,0.03,0,0,0,0,0,0,0,0,0,0,0,3.22875,2.78135,0.111303,0.114774,0.120563,0.113915,22367.6,22003.4,24211.9,22153.9,31470,25043,39581.1,30671.9,2.13875,2.1986,-0.0116415,0,33.2308,999.9,62.3,29.1,29.5655,63.458,14.4351,2,0.305381,1.42218,20.3558,5.22672,11.9441,4.9776,3.28105,2038.2,8971.2,9999,116.7,4.97171,1.86169,1.86712,1.85838,1.86279,1.86338,1.86417,1.86011,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.149,0.233,2.998028208,0.000678439,-9.11497E-07,3.42204E-10,0.233045,0,0,0,1,2092,0,27,0.3,0.2,1.97144,2.41821,2.14966,2.73315,2.15088,2.37793,34.6235,15.4892,19,621.673,697.319,29.9989,31.3752,30.0005,31.0571,30.9927,39.4816,0,100,30,650,29.0686,100.091,100.618
33,1655398001,3730,3,north,n3,y,6/16/2022,20220616 10:46:41,10:46:41,15,1655397993,0.009221623,9.221622508,37.15125413,784.514,563.3158919,48.0707128,66.94671271,0.328943008,3.203681586,0.311265144,0.196049793,320.3560752,32.25210094,32.99394667,5.05038889,53.01032798,2.636084663,4.972775614,2.414304227,-406.6735526,-47.5558662,-3.394831625,-137.2681752,0,0,1,0,44198.97257,1800.005333,1531.282588,0.850710028,0.17797507,2.1,0.5,0: Broadleaf,2,1655397993,784.514,800.0541333,30.89091667,27.76202,781.1244,30.65870333,599.8022333,85.23608333,0.09918501,32.71860667,32.99394667,999.9,0,0,9993.307,564.1919,1581.775,-15.54006667,809.5208667,822.8995,3.128911333,800.0541333,27.76202,2.633020333,2.366325,21.87297667,20.13514333,1800.005333,0.642999067,0.357000933,39,30063.48333,1655397980,10:46:20,1655397977,1655397980,38,0.255,-0.001,3.388,0.232,800,28,0.14,0.02,0,0,0,0,0,0,0,0,0,0,0,3.22866,2.78117,0.128369,0.132137,0.120234,0.11402,21933.6,21567.4,24207.2,22149.6,31476.2,25035.1,39573.4,30665.4,2.13967,2.1985,0.00200421,0,32.9594,999.9,62.2,29.2,29.6889,63.448,14.4231,2,0.311946,1.27432,20.3571,5.22762,11.9441,4.97715,3.281,2040.8,8971.2,9999,116.7,4.97172,1.86167,1.86714,1.8584,1.86279,1.86339,1.86417,1.86014,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.39,0.2323,3.252681933,0.000678439,-9.11497E-07,3.42204E-10,0.232215,0,0,0,1,2092,0,27,0.4,0.3,2.32422,2.40967,2.14966,2.73315,2.15088,2.40723,34.6463,15.4804,19,622.828,697.76,29.9982,31.4216,30.0003,31.1002,31.0365,46.5202,0,100,30,800,29.0686,100.071,100.598
34,1655398092,3820.9,3,north,n3,n,6/16/2022,20220616 10:48:12,10:48:12,15,1655398084,0.007111693,7.111692964,32.35412508,986.2542667,725.5110887,61.90921345,84.15891481,0.244419314,3.204613832,0.234514841,0.14742821,320.3558268,32.68369523,32.99404333,5.050416323,52.05864643,2.578388736,4.952853969,2.472027587,-313.6256597,-59.90067132,-4.27334456,-57.44384877,0,0,1,0,44225.91909,1800.005,1531.282182,0.85070996,0.177974965,2.1,0.5,0: Broadleaf,2,1655398084,986.2542667,1000.0291,30.21601333,27.80283,982.8872,29.99208667,600.1737333,85.23405333,0.09781052,32.64733,32.99404333,999.9,0,0,9997.476333,563.8972667,1515.469333,-13.77506451,1016.977667,1028.627667,2.413180275,1000.0291,27.80283,2.575431667,2.369747333,21.50281,20.15851333,1800.005,0.643000367,0.3569996,39,30063.51,1655398076,10:47:56,1655398074,1655398076,39,0.003,-0.005,3.365,0.227,1000,28,0.15,0.03,0,0,0,0,0,0,0,0,0,0,0,3.22879,2.78138,0.148876,0.152823,0.120025,0.114134,21415.3,21049.9,24205,22146.3,31481.6,25028.8,39569.9,30661,2.13858,2.19743,0.0140741,0,32.7654,999.9,62.1,29.2,29.6413,63.468,14.363,2,0.314804,1.17154,20.3585,5.22837,11.9441,4.97725,3.281,2043,8971.2,9999,116.7,4.97172,1.86171,1.86716,1.85838,1.86279,1.86338,1.86417,1.86019,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.367,0.2271,3.255783938,0.000678439,-9.11497E-07,3.42204E-10,0.227075,0,0,0,1,2092,0,27,0.3,0.3,2.771,2.40234,2.14966,2.73193,2.15088,2.37671,34.6921,15.4629,19,622.315,697.129,29.9977,31.4441,30.0001,31.1321,31.065,55.451,0,100,30,1000,29.0686,100.062,100.583
35,1655398183,3911.4,3,north,n3,y,6/16/2022,20220616 10:49:42,10:49:42,15,1655398175,0.007944175,7.944174606,37.38304433,1183.592,908.2258459,77.49966328,100.9968852,0.2763403,3.206388115,0.263758107,0.165931531,320.3554661,32.46289895,33.03757667,5.062783621,52.7276069,2.608212128,4.946577859,2.454571493,-350.3381001,-71.34969527,-5.087832492,-106.4201618,0,0,1,0,44260.90036,1800.003,1531.280338,0.850709881,0.177974962,2.1,0.5,0: Broadleaf,2,1655398175,1183.592,1199.965333,30.56588333,27.87068333,1180.06,30.33428333,600.0609667,85.23279667,0.09803116,32.62482333,33.03757667,999.9,0,0,10005.107,563.3983667,497.3506,-16.37304867,1220.909,1234.368667,2.6951992,1199.965333,27.87068333,2.605216,2.375496333,21.69722333,20.1977,1800.003,0.6430001,0.356999767,39,30063.47333,1655398165,10:49:24,1655398160,1655398165,40,0.181,0.005,3.531,0.232,1200,28,0.13,0.03,0,0,0,0,0,0,0,0,0,0,0,3.22859,2.78119,0.16737,0.171416,0.119941,0.114358,20951.2,20587.8,24206.7,22146.5,31487,25023,39572.4,30661.3,2.13905,2.1989,0.0195876,0,32.7333,999.9,62,29.3,29.7647,63.468,14.5433,2,0.310953,1.08874,20.359,5.22792,11.9441,4.9769,3.281,2045.4,8971.2,9999,116.7,4.97171,1.86165,1.86719,1.85837,1.86279,1.86335,1.86417,1.86013,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.53,0.2316,3.43793718,0.000678439,-9.11497E-07,3.42204E-10,0.2316,0,0,0,1,2092,0,27,0.4,0.3,3.19336,2.3999,2.14966,2.73315,2.15088,2.41821,34.6921,15.4629,19,622.515,698.284,29.9988,31.4079,29.9999,31.1162,31.0493,63.9085,0,100,30,1200,29.0686,100.069,100.584
36,1655398273,4001.9,3,north,n3,y,6/16/2022,20220616 10:51:13,10:51:13,15,1655398265,0.008239185,8.23918506,39.40910759,1481.918,1186.909445,101.2827779,126.4568012,0.284884738,3.206060956,0.271531342,0.17085467,320.3552635,32.41148693,33.14375,5.093056749,52.92557115,2.620789282,4.951839395,2.472267467,-363.3480612,-86.4323737,-6.167765495,-135.5929369,0,0,1,0,44252.32279,1800.001,1531.278885,0.850710019,0.177975048,2.1,0.5,0: Broadleaf,2,1655398265,1481.918,1499.984667,30.71242333,27.91726667,1477.759333,30.48210667,599.9983333,85.23322333,0.099974047,32.64369333,33.14375,999.9,0,0,10003.677,562.9190667,97.45439667,-18.06717,1528.873,1543.063333,2.795158667,1499.984667,27.91726667,2.617719,2.379477333,21.77753333,20.22478,1800.001,0.642999367,0.357000633,39,30063.4,1655398245,10:50:45,1655398244,1655398245,41,0.603,-0.001,4.163,0.23,1500,28,0.13,0.03,0,0,0,0,0,0,0,0,0,0,0,3.22891,2.78137,0.192143,0.196325,0.119759,0.114511,20330.4,19971.2,24210.3,22149.5,31498.8,25022.5,39578.4,30665.5,2.14097,2.20143,0.0231825,0,32.7747,999.9,61.9,29.3,29.7206,63.578,14.351,2,0.303788,1.07715,20.3593,5.22762,11.9439,4.97745,3.281,2047.9,8971.2,9999,116.8,4.9717,1.8617,1.86714,1.85837,1.86279,1.86331,1.86417,1.86011,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.16,0.2303,4.042313856,0.000678439,-9.11497E-07,3.42204E-10,0.230315,0,0,0,1,2092,0,27,0.5,0.5,3.78784,2.38892,2.14966,2.73315,2.15088,2.39746,34.6921,15.4542,19,623.442,699.998,30.0007,31.3307,29.9997,31.0629,31.0005,75.7926,0,100,30,1500,29.0686,100.084,100.598
37,1655399418,5146.9,4,north,n4,y,6/16/2022,20220616 11:10:18,11:10:18,15,1655399410,0.005464733,5.464732546,19.11682247,410.7555,271.3093892,23.14765507,35.04495978,0.24962459,3.204272947,0.239302292,0.150455781,320.3571914,30.48931596,30.82855,4.467463916,60.81325131,2.599820856,4.275089392,1.86764306,-240.9947053,-132.8121282,-9.256704707,-62.70634677,0,0,1,0,44605.79845,1800.012667,1531.288797,0.850710012,0.177974965,2.6,0.5,0: Broadleaf,2,1655399410,410.7555,420.0121,30.47202,28.17614,408.1418,30.12026333,600.003,85.21828,0.1000171,30.05973333,30.82855,999.9,0,0,9999.935667,558.8220333,76.66470333,-9.256714,423.6654667,432.1895333,2.295883,420.0121,28.17614,2.596773667,2.401121667,21.64609333,20.37135667,1800.012667,0.643000567,0.356999467,32.95972333,30063.63667,1655399380,11:09:40,1655399375,1655399380,45,0.001,-0.013,2.615,0.257,420,28,0.24,0.05,0,0,0,0,0,0,0,0,0,0,0,3.2314,2.78144,0.0810837,0.0839709,0.119292,0.115645,23213.3,22827.2,24293,22204.1,31609.6,25046.5,39708,30741.2,2.1692,2.2287,0.0958145,0,29.2606,999.9,60.5,29.9,30.0726,63.6181,14.8518,2,0.0693953,-0.772239,20.3645,5.22927,11.94,4.97775,3.28153,2079.9,8971.2,9999,117.1,4.97174,1.86172,1.86712,1.85843,1.86279,1.86338,1.86418,1.86013,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.614,0.3521,2.465437191,0.000678439,-9.11497E-07,3.42204E-10,-0.096635557,-0.010294497,0.000932414,-3.19983E-06,1,2092,0,27,0.7,0.6,1.3855,2.39746,2.14966,2.73193,2.15088,2.39868,34.7837,15.3141,19,626.331,703.387,29.9994,29.2111,29.9991,29.288,29.2708,27.7661,0,100,30,420,28.1253,100.417,100.846
38,1655399509,5237.4,4,north,n4,y,6/16/2022,20220616 11:11:48,11:11:48,15,1655399501,0.005922389,5.922388666,13.67514134,293.3242,201.0115202,17.14986505,25.0257818,0.2730014,3.202542355,0.260700116,0.163996598,320.3575305,30.27449449,30.63003333,4.417082394,60.20252416,2.558125201,4.249199244,1.858957193,-261.1773402,-116.7254526,-8.127655944,-65.67291824,0,0,1,0,44590.11163,1800.013333,1531.289406,0.850710035,0.177975088,2.6,0.5,0: Broadleaf,2,1655399501,293.3242,300.0029,29.98348,27.49405,291.0882,29.72685,599.9975333,85.21781667,0.100005057,29.95397333,30.63003333,999.9,0,0,9992.689333,559.0167333,77.597,-6.320523667,302.7603,308.4845,2.489432,300.0029,27.49405,2.555127,2.342983,21.38198,19.97501333,1800.013333,0.642998833,0.357001167,32,30063.62333,1655399526,11:12:05,1655399526,1655399380,46,-0.36,-0.013,2.236,0.257,300,28,0.21,0.05,0,0,0,0,0,0,0,0,0,0,0,3.2314,2.78122,0.0620796,0.064484,0.118265,0.113763,23702.8,23321,24302,22211.4,31656.9,25107,39722.1,30750.9,2.1729,2.2306,0.0871196,0,29.1919,999.9,60.4,29.9,30.0225,63.7981,14.996,2,0.11814,-0.862446,20.3647,5.22867,11.9417,4.9777,3.28153,2082.3,8974.3,9999,117.1,4.97173,1.8617,1.86711,1.85843,1.86279,1.86338,1.86417,1.86012,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.236,0.2567,2.465437191,0.000678439,-9.11497E-07,3.42204E-10,0.256635,0,0,0,1,2092,0,27,2.2,2.1,1.05591,2.39746,2.14966,2.73071,2.15088,2.39624,34.7608,15.3141,19,626.53,702.101,30.0001,28.9744,29.9993,29.0441,29.0331,21.1611,7.67654,100,30,300,27.475,100.453,100.878
39,1655399617,5345.4,4,north,n4,y,6/16/2022,20220616 11:13:36,11:13:36,15,1655399609,0.004780458,4.780457508,6.269958534,196.8702143,143.0722323,12.20586512,16.79551122,0.217416895,3.2064661,0.209546401,0.131649896,320.3571707,30.41471888,30.41540357,4.363169109,59.16696651,2.495132332,4.217103697,1.868036777,-210.8181761,-102.5656956,-7.120745665,-0.147446716,0,0,1,0,44680.34687,1800.012143,1531.288284,0.850709974,0.177975005,2.6,0.5,0: Broadleaf,2,1655399609,196.8702143,199.9940714,29.24693571,27.2366,194.9128214,28.94536786,600.1820357,85.214875,0.097731986,29.82208214,30.41540357,999.9,0,0,10009.58929,559.3585,78.66026429,-3.123777938,202.8000357,205.59375,2.010322528,199.9940714,27.2366,2.492273214,2.320963571,20.96653214,19.82259286,1800.012143,0.642999821,0.357000143,31.99553214,30063.62143,1655399603,11:13:22,1655399599,1655399603,47,-0.248,-0.009,1.959,0.231,200,27,0.58,0.04,0,0,0,0,0,0,0,0,0,0,0,3.23164,2.78121,0.0439108,0.0457544,0.11811,0.112842,24168.7,23792.9,24308.2,22215.6,31669.2,25136.3,39731.7,30755.6,2.17333,2.2301,0.0791252,0,29.118,999.9,60.4,29.9,30.0258,63.6481,15.0761,2,0.105813,-0.887268,20.3644,5.22927,11.9402,4.9775,3.2819,2085.3,8980.9,9999,117.1,4.97176,1.86172,1.86717,1.85841,1.86279,1.86338,1.86417,1.86012,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.957,0.3252,1.857323961,0.000678439,-9.11497E-07,3.42204E-10,-0.105732718,-0.010294497,0.000932414,-3.19983E-06,1,2092,0,27,0.3,0.2,0.76416,2.40967,2.14966,2.72949,2.15088,2.41089,34.715,15.3053,19,624.559,698.866,29.9994,28.7839,29.9996,28.8319,28.8146,15.3267,10.1588,100,30,200,26.9041,100.478,100.895
40,1655399707,5435.9,4,north,n4,y,6/16/2022,20220616 11:15:07,11:15:07,15,1655399700,0.004897607,4.897607032,1.75593423,99.0049069,82.7549964,7.059703291,8.445958522,0.22390277,3.204304211,0.215559981,0.135448655,320.3570485,30.32943117,30.32295862,4.340124916,58.988322,2.479353419,4.203125865,1.860771497,-215.9844701,-96.49661354,-6.698931431,1.17703344,0,0,1,0,44649.7168,1800.011379,1531.28769,0.850710005,0.177975013,2.6,0.5,0: Broadleaf,2,1655399700,99.0049069,99.97563793,29.06338621,27.00338966,97.2732,28.76681034,600.1802069,85.21071379,0.097770269,29.76436897,30.32295862,999.9,0,0,10000.95552,559.0578621,28.07891379,-0.97077664,101.968,102.7502414,2.060005482,99.97563793,27.00338966,2.476512759,2.300977931,20.8623069,19.68316207,1800.011379,0.642999828,0.357000172,31,30063.6,1655399693,11:14:52,1655399692,1655399693,48,-0.197,0.003,1.719,0.223,100,27,0.31,0.03,0,0,0,0,0,0,0,0,0,0,0,3.2319,2.78129,0.0231389,0.0241824,0.117776,0.112331,24697.5,24333.4,24311.7,22218,31684.6,25152.7,39737,30758.8,2.17535,2.2313,0.0778139,0,29.0471,999.9,60.3,29.9,29.9766,63.7581,15.0481,2,0.0975305,-0.957307,20.3637,5.22942,11.94,4.9776,3.28165,2087.6,8986.9,9999,117.2,4.97173,1.86172,1.86712,1.85839,1.86279,1.86337,1.86417,1.86015,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.718,0.3229,1.660441391,0.000678439,-9.11497E-07,3.42204E-10,-0.103200092,-0.010294497,0.000932414,-3.19983E-06,1,2092,0,27,0.2,0.2,0.457764,2.43164,2.14966,2.72949,2.15088,2.40601,34.6921,15.2966,19,624.439,697.983,30.0007,28.6513,29.9998,28.6785,28.6596,9.19946,11.0872,100,30,100,26.7138,100.492,100.906
41,1655399798,5526.4,4,north,n4,y,6/16/2022,20220616 11:16:37,11:16:37,15,1655399790,0.005997802,5.997801896,-0.83818381,50.20600968,53.31498809,4.548176477,4.282956827,0.282963378,3.204567873,0.269779184,0.169745338,320.3566647,30.05886703,30.28190645,4.329925698,59.72949863,2.509370004,4.201223954,1.820555695,-264.5030636,-90.77111132,-6.299414346,-41.21692458,0,0,1,0,44655.61423,1800.009355,1531.285822,0.850709925,0.177975,2.6,0.5,0: Broadleaf,2,1655399790,50.20600968,49.97333226,29.41553226,26.89345484,48.60679677,29.10812581,600.1231613,85.20949032,0.098162171,29.75650323,30.28190645,999.9,0,0,10002.21161,558.9764194,70.90980645,0.232673061,51.72767097,51.35443871,2.522074645,49.97333226,26.89345484,2.506482258,2.291579032,21.06443226,19.61722903,1800.009355,0.64299971,0.357000194,31,30063.55484,1655399780,11:16:20,1655399775,1655399780,49,-0.092,-0.001,1.599,0.217,50,27,0.34,0.04,0,0,0,0,0,0,0,0,0,0,0,3.23183,2.78131,0.0118197,0.0123341,0.117564,0.111942,24984.2,24627.9,24312.2,22217.1,31692.1,25162.2,39737.4,30757.3,2.17672,2.23148,0.0749566,0,29.0593,999.9,60.4,29.9,30.0269,63.7281,15.1723,2,0.0952541,-0.95924,20.3642,5.23152,11.9405,4.9781,3.28157,2090.1,8994.2,9999,117.2,4.9717,1.86169,1.8671,1.85838,1.86278,1.86335,1.86417,1.86012,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.599,0.3186,1.568352305,0.000678439,-9.11497E-07,3.42204E-10,-0.104338904,-0.010294497,0.000932414,-3.19983E-06,1,2092,0,27,0.4,0.3,0.301514,2.45728,2.14966,2.73071,2.15088,2.40112,34.6921,15.2791,19,624.52,696.996,29.9991,28.5924,30,28.5896,28.5698,6.08534,12.2182,100,30,50,26.6306,100.493,100.901
42,1655399888,5617,4,north,n4,y,6/16/2022,20220616 11:18:08,11:18:08,15,1655399880,0.007125218,7.12521813,-4.187781327,2.843706774,22.83728841,1.94820077,0.24259061,0.344507784,3.204322913,0.325173827,0.204880249,320.356311,29.75781699,30.23034839,4.31714593,60.15987518,2.522815857,4.193519101,1.794330074,-314.2221195,-87.36765615,-6.061176853,-87.29464159,0,0,1,0,44655.8593,1800.007097,1531.284056,0.850710011,0.177975027,2.6,0.5,0: Broadleaf,2,1655399880,2.843706774,1.037760968,29.57306774,26.57674839,1.154186774,29.25935806,599.9930968,85.20790968,0.099975148,29.72460645,30.23034839,999.9,0,0,10001.36355,558.9539677,71.15106129,1.805946129,2.930367419,1.066095161,2.996314516,1.037760968,26.57674839,2.519859355,2.264549032,21.15533548,19.42641935,1800.007097,0.642999645,0.357000355,31,30063.50323,1655399848,11:17:27,1655399847,1655399848,50,0.12,0.001,1.688,0.218,1,27,0.32,0.04,0,0,0,0,0,0,0,0,0,0,0,3.23196,2.78137,0.000281199,0.000251498,0.117039,0.111279,25277.6,24929.5,24313.7,22217.4,31712.9,25180.9,39740.1,30757.5,2.17915,2.23263,0.0732988,0,29.0294,999.9,60.4,29.9,30.0269,63.2245,15.1562,2,0.0917175,-1.00103,20.364,5.23032,11.9408,4.97805,3.28183,2092.6,9001.9,9999,117.2,4.97178,1.86172,1.86717,1.85844,1.86279,1.8634,1.86417,1.86013,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.69,0.3126,1.688738794,0.000678439,-9.11497E-07,3.42204E-10,-0.10317741,-0.010294497,0.000932414,-3.19983E-06,1,2092,0,27,0.7,0.7,0.032959,4.99878,2.14966,2.72949,2.15088,2.37671,34.7379,15.244,19,625.535,697.021,29.9997,28.5437,29.9998,28.5131,28.49,0,13.0097,100,30,0,26.5345,100.5,100.902
