obs,time,elapsed,Plot,Transect,ID,KEEP,Date,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1658249478,982,1,north,n1,n,7/19/2022,20220719 10:51:17,10:51:17,15,1658249475,0.001069619,1.06961864,8.968198507,1196.483636,844.9932681,71.88453991,101.7862259,0.046107377,3.198922708,0.045741339,0.028620982,320.3501439,30.47519058,30.005,4.261673509,58.44670831,2.349664091,4.020182074,1.912009419,-47.17018202,-174.5016241,-12.06925134,86.60908642,0,0,1,0,44661.36716,1799.971818,1531.254089,0.850710035,0.177975089,1.8,0.5,0: Broadleaf,2,1658249475,1196.483636,1199.550909,27.61999091,27.30869091,1192.03,27.31792727,601.393,84.97784545,0.093293718,28.99316364,30.005,999.9,0,0,10005.61818,537.0005455,1945.033636,-3.069547182,1230.467273,1233.230909,0.31128048,1199.550909,27.30869091,2.347086364,2.320633636,20.00211818,19.82026364,1799.971818,0.642998818,0.357001182,40,30062.90909,1658249472,10:51:12,1658249472,1658249457,11,0.203,-0.005,4.508,0.289,1200,27,0.23,0.12,0,0,0,0,0,0,0,0,0,0,0,3.21957,2.76926,0.165022,0.168337,0.110773,0.111091,20694.7,20432.5,23872.4,21921.5,31414.4,24895.5,39050.6,30379.4,2.03262,2.01338,-0.00371784,0,30.0622,999.9,67.6,33.7,41.7974,64.7089,13.7139,2,1.02707,9.28105,20.0764,5.22073,11.956,4.9744,3.2797,6966.3,9999,9999,165.1,4.97159,1.86171,1.86721,1.8586,1.86277,1.86336,1.86411,1.86028,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.51,0.3244,4.414562723,0.000678439,-9.11E-07,3.42E-10,-0.047405281,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.1,0.3,3.15186,2.39624,2.14966,2.70874,2.15088,2.42065,39.7422,15.8569,19,611.917,614.973,22.2895,39.004,30.0024,38.5696,38.5163,63.0845,35.4332,0,22.1441,1200,27.3255,98.7256,99.6185
12,1658249568,1072.5,1,north,n1,y,7/19/2022,20220719 10:52:48,10:52:48,15,1658249560,0.002796215,2.796214705,23.2391898,1491.566333,1141.71346,97.13445494,126.8991633,0.125411193,3.198571802,0.122742142,0.076948911,320.3528786,30.09272166,30.04326333,4.271048506,59.8160444,2.408962802,4.027285365,1.862085704,-123.3130685,-175.8195301,-12.16588566,9.054394433,0,0,1,0,44650.59786,1799.988333,1531.268057,0.85070999,0.177974975,1.8,0.5,0: Broadleaf,2,1658249560,1491.566333,1499.790333,28.31482667,27.49961333,1486.422,27.99885333,599.9255,84.9822,0.095587347,29.02367333,30.04326333,999.9,0,0,10003.62167,536.4702667,1918.750333,-8.223636333,1535.031,1542.199333,0.8152023,1499.790333,27.49961333,2.406256,2.336977333,20.40570333,19.93354,1799.988333,0.643000333,0.356999667,40,30063.21,1658249550,10:52:30,1658249550,1658249550,12,0.61,-0.009,5.146,0.284,1500,27,0.17,0.11,0,0,0,0,0,0,0,0,0,0,0,3.21968,2.78147,0.189262,0.192814,0.110936,0.110957,20074.6,19812.8,23853.5,21904.8,31386.9,24881,39021.4,30355.7,2.0396,2.00977,-0.0029318,0,30.1042,999.9,66.9,34,42.058,64.6689,14.5954,2,1.06678,9.28105,20.0768,5.22508,11.956,4.9753,3.28,6968.6,9999,9999,165.1,4.97163,1.86172,1.86722,1.85865,1.86279,1.8634,1.86414,1.86025,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.14,0.3184,5.025630583,0.000678439,-9.11E-07,3.42E-10,-0.056542708,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.3,0.3,3.74268,2.3938,2.14966,2.70752,2.15088,2.39746,39.9437,15.8307,19,620.791,615.217,22.4667,39.4639,30.0022,38.9442,38.8689,74.8839,35.5116,0,22.1316,1500,27.4234,98.6503,99.5415
13,1658250289,1792.9,2,north,n2,y,7/19/2022,20220719 11:04:48,11:04:48,15,1658250281,0.004422558,4.422558153,12.31469449,414.2841,281.65483,23.95887436,35.24093906,0.171381029,3.1955375,0.16643365,0.104453637,320.3475008,32.13748585,32.52263667,4.9181695,59.59979608,2.759800064,4.630552864,2.158369436,-195.0348146,-183.4029449,-13.01467133,-71.10492998,0,0,1,0,44224.76356,1799.957333,1531.241694,0.850709995,0.177975052,2.4,0.5,0: Broadleaf,2,1658250281,414.2841,419.9429667,32.44355333,30.73189,411.3895667,32.15105333,599.9882667,84.96897333,0.095693777,31.45806,32.52263667,999.9,0,0,9989.04,546.3696,1953.817667,-5.658935667,428.1753333,433.2578667,1.7116601,419.9429667,30.73189,2.756696333,2.611257,22.62618333,21.73701333,1799.957333,0.6429992,0.357000767,44,30062.68,1658250271,11:04:30,1658250269,1658250271,14,-0.019,0.005,2.895,0.293,420,31,0.39,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21813,2.78131,0.079128,0.0815198,0.121717,0.119219,22765.8,22506.6,23816.9,21868.5,30967.7,24608.1,38966.8,30304.2,2.02483,1.98083,-0.0404567,0,33.2049,999.9,65.1,35.9,45.4758,64.6687,15.0921,2,1.16244,9.28105,20.0758,5.22433,11.956,4.97385,3.28,6987.5,9999,9999,165.3,4.97168,1.86174,1.86728,1.8588,1.86281,1.8634,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.895,0.2925,2.745821034,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,0.3,0.3,1.37695,2.3938,2.14966,2.70508,2.15088,2.44751,41.8749,15.6818,19,620.68,602.401,24.3458,40.7755,30.0006,40.2393,40.1425,27.5743,34.4407,0,23.2169,420,30.6293,98.5071,99.3743
14,1658250379,1883.4,2,north,n2,y,7/19/2022,20220719 11:06:19,11:06:19,15,1658250371,0.004991876,4.991876251,8.604874895,295.9447667,210.5226891,17.90865723,25.17530727,0.190064943,3.198496541,0.184006002,0.115532034,320.3458873,32.3180865,32.84388667,5.007960081,59.51939742,2.806166184,4.714708659,2.201793897,-220.1417427,-184.2510281,-13.1038251,-97.1507086,0,0,1,0,44231.75071,1799.949,1531.234599,0.850709992,0.17797498,2.4,0.5,0: Broadleaf,2,1658250371,295.9447667,299.9776667,32.98749,31.05659667,293.3297667,32.69498667,599.9967,84.96762,0.09996727,31.77537667,32.84388667,999.9,0,0,10001.70667,548.2154667,2014.289,-3.772941333,306.3091667,309.5926667,1.93089,299.9776667,31.05659667,2.802867667,2.638804333,22.90098667,21.90891667,1799.949,0.643000267,0.356999733,44.05416667,30062.57667,1658250395,11:06:35,1658250395,1658250271,15,-0.261,0.005,2.615,0.293,300,31,0.34,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21787,2.78118,0.0604582,0.0624094,0.122839,0.120417,23218.5,22966.3,23809.4,21861.8,30919.3,24566.3,38955,30294.1,2.02345,1.97775,-0.0406429,0,33.5352,999.9,64.7,36.1,45.7046,64.5687,15.2123,2,1.17902,9.28105,20.0759,5.22298,11.956,4.9734,3.28,6989.7,9999,9999,165.3,4.97166,1.86179,1.86732,1.85879,1.86281,1.86342,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.615,0.2925,2.745821034,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,1.8,1.8,1.0498,2.41089,2.14966,2.70386,2.15088,2.40601,42.0857,15.6381,19,620.816,601.097,24.6539,40.9422,30.0009,40.3781,40.2856,21.0407,33.8783,0,23.4235,300,31.1987,98.4768,99.3421
15,1658250486,1990.4,2,north,n2,y,7/19/2022,20220719 11:08:06,11:08:06,15,1658250478,0.005243701,5.243700998,4.721476062,197.6803871,150.6536022,12.81624166,16.81685387,0.197326873,3.197740649,0.190803155,0.119820135,320.3452887,32.54910942,33.13910968,5.091730374,59.73379361,2.863097738,4.79309544,2.228632635,-231.247214,-184.9081377,-13.19159822,-109.0016612,0,0,1,0,44176.06395,1799.945484,1531.231574,0.850709973,0.177974995,2.4,0.5,0: Broadleaf,2,1658250478,197.6803871,199.9835806,33.65541935,31.62855484,195.3903871,33.36291613,600.0071935,84.97089032,0.100037123,32.06653548,33.13910968,999.9,0,0,9998.126452,551.5274516,2059.204194,-2.008382581,204.8701935,206.5152903,2.026869355,199.9835806,31.62855484,2.85973,2.687504839,23.2329871,22.20891935,1799.945484,0.642999968,0.357,45,30062.50968,1658250502,11:08:22,1658250502,1658250271,16,-0.295,0.005,2.29,0.293,200,31,0.59,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21781,2.78137,0.0426437,0.0441299,0.124461,0.12172,23650.5,23405.3,23803,21855.4,30855.4,24522.8,38945.4,30285.3,2.02152,1.9738,-0.0451133,0,33.8966,999.9,64.3,36.4,46.1702,64.3687,15.2204,2,1.19423,9.28105,20.0757,5.22283,11.956,4.9735,3.28,6992.7,9999,9999,165.4,4.97168,1.86182,1.86735,1.85883,1.86283,1.86342,1.86417,1.86035,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.29,0.2925,2.484412171,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,1.5,3.6,0.760498,2.42676,2.14966,2.70386,2.15088,2.40601,42.3241,15.6118,19,620.692,599.146,24.9095,41.1208,30.0008,40.5374,40.4393,15.2578,33.3386,0,23.7449,200,31.6264,98.4517,99.3134
16,1658250593,2097.4,2,north,n2,y,7/19/2022,20220719 11:09:53,11:09:53,15,1658250585,0.005527581,5.527581432,0.851917896,99.42415161,88.62173016,7.539411828,8.458417855,0.209474221,3.198295367,0.202139876,0.12697499,320.3487727,32.50803475,33.18779677,5.10566192,60.17431357,2.888585975,4.800363815,2.217075945,-243.7663412,-188.7163543,-13.46593544,-125.5998583,0,0,1,0,44182.18916,1799.964839,1531.2481,0.850710007,0.177975017,2.4,0.5,0: Broadleaf,2,1658250585,99.42415161,99.98474839,33.95377419,31.81781613,97.46915161,33.66127419,600.0004516,84.97406452,0.100011729,32.09332258,33.18779677,999.9,0,0,10000.09774,555.4257097,638.9297742,-0.269099581,103.2203871,103.2706129,2.135962581,99.98474839,31.81781613,2.885190645,2.703689355,23.37976452,22.30755161,1799.964839,0.642999774,0.357000226,44.40322581,30062.80968,1658250610,11:10:10,1658250610,1658250271,17,-0.292,0.005,1.955,0.293,100,31,0.44,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21758,2.78122,0.0223472,0.0232455,0.125127,0.122194,24144.5,23907.8,23798,21849.6,30826.4,24502.8,38938.2,30277.2,2.01975,1.97018,-0.0537373,0,34.0176,999.9,63.8,36.7,46.5674,64.4387,15.3245,2,1.2061,9.28105,20.0736,5.22313,11.956,4.9737,3.28,6995.4,9999,9999,165.4,4.9717,1.8618,1.86735,1.85883,1.86288,1.86348,1.86418,1.86041,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.955,0.2925,2.188749204,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,1.5,5.4,0.456543,2.44141,2.14966,2.70264,2.15088,2.41821,42.5637,15.5855,19,620.398,597.14,24.9827,41.2451,29.9999,40.6643,40.5559,9.17627,33.5664,0,23.8859,100,31.7897,98.4326,99.287
17,1658250701,2205.4,2,north,n2,y,7/19/2022,20220719 11:11:41,11:11:41,15,1658250693,0.006223134,6.223133581,-1.1042245,50.31967742,55.50980295,4.722180164,4.280659811,0.247666586,3.198853249,0.237485579,0.149308336,320.3612055,31.76884162,32.61319355,4.943337541,60.59559533,2.815821048,4.646907143,2.127516493,-274.4401909,-188.5083894,-13.37313373,-155.9605086,0,0,1,0,44275.26672,1800.035161,1531.307846,0.850709963,0.177974971,2.4,0.5,0: Broadleaf,2,1658250693,50.31967742,50.00323548,33.10031935,30.69338065,48.37467742,32.80781935,599.9799677,84.96939677,0.099904745,31.52011613,32.61319355,999.9,0,0,10003.00548,556.0791935,563.8215806,0.298592968,52.02383226,51.5866,2.406939355,50.00323548,30.69338065,2.812512903,2.607997419,22.95768065,21.71662581,1800.035161,0.64300029,0.356999677,43.26478387,30064.00968,1658250720,11:12:00,1658250720,1658250271,18,0.018,0.005,1.945,0.293,50,31,0.45,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21814,2.78189,0.0112805,0.0118293,0.122699,0.119158,24429.8,24196.4,23810,21858.3,30925.3,24596.8,38957.8,30289.5,2.02285,1.9708,-0.0558048,0,33.4604,999.9,63.1,36.9,46.5649,64.4687,15.4527,2,1.18096,9.28105,20.0748,5.22358,11.956,4.9737,3.28005,6998,9999,9999,165.4,4.97171,1.86187,1.86736,1.85883,1.86289,1.86343,1.86417,1.86049,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.945,0.2925,1.896432505,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,1.5,7.2,0.301514,2.46216,2.14966,2.70264,2.15088,2.42188,42.751,15.5592,19,621.648,596.373,24.319,41.0151,29.9984,40.5253,40.4108,6.08206,35.6193,0,23.5332,50,30.5277,98.4821,99.327
18,1658250811,2315.4,2,north,n2,y,7/19/2022,20220719 11:13:31,11:13:31,15,1658250803,0.006252864,6.252863867,-3.230547265,1.433163871,21.56875474,1.835330436,0.12195091,0.260688241,3.199350621,0.249436328,0.156868172,320.3691066,31.07986435,31.89445806,4.746632215,60.55985558,2.70696908,4.469906763,2.039663135,-275.7512965,-182.1997696,-12.8347721,-150.4167317,0,0,1,0,44384.07897,1800.079677,1531.345753,0.850709984,0.177974959,2.4,0.5,0: Broadleaf,2,1658250803,1.433163871,0.144511226,31.81222903,29.39061613,-0.547836129,31.51972581,599.9914839,84.99216129,0.099929474,30.83812581,31.89445806,999.9,0,0,10002.42839,552.4856452,1693.241935,1.221412903,1.410805484,0.148887935,2.421611935,0.144511226,29.39061613,2.703790645,2.497972581,22.30814839,21.01326452,1800.079677,0.643000548,0.356999452,42,30064.74839,1658250829,11:13:49,1658250829,1658250271,19,0.068,0.005,1.981,0.293,0,31,0.31,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21847,2.78154,-0.000133706,3.30E-05,0.119563,0.115625,24736.8,24505.5,23833.5,21876,31061.9,24713.8,38994.5,30313.6,2.02877,1.9746,-0.0479631,0,32.6518,999.9,62.3,37.2,46.7207,64.4486,15.5649,2,1.13245,9.28105,20.0778,5.22508,11.956,4.97475,3.28005,7000.6,9999,9999,165.4,4.97176,1.86188,1.86737,1.85892,1.86295,1.86356,1.86422,1.8605,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.981,0.2925,1.914132164,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,1.5,9,0.032959,4.99878,2.14966,2.7002,2.15088,2.4292,42.8852,15.5067,19,623.121,596.396,23.4595,40.5096,29.9978,40.1587,40.0571,0,38.1082,0,22.8568,0,29.2247,98.5766,99.4066
19,1658250920,2424.4,2,north,n2,n,7/19/2022,20220719 11:15:20,11:15:20,15,1658250912,0.006013494,6.013493717,12.49901408,414.2466774,317.9320863,27.05070534,35.24546685,0.253385876,3.197792971,0.242736723,0.15262994,320.3619408,30.8775536,31.61125806,4.671017875,60.26052374,2.65392075,4.404078466,2.017097125,-265.1950729,-178.0513348,-12.51510839,-135.3995753,0,0,1,0,44393.80928,1800.038387,1531.3107,0.850710024,0.17797506,2.4,0.5,0: Broadleaf,2,1658250912,414.2466774,420.2427097,31.19203548,28.86166774,411.4576774,30.90703548,600.000129,84.98327419,0.100007758,30.57847419,31.61125806,999.9,0,0,9996.890645,546.7699677,1856.449677,-6.654197097,426.9078387,432.7321613,2.33787,420.2427097,28.86166774,2.651437742,2.45275871,21.9872129,20.71637419,1800.038387,0.642999194,0.357000806,42.95564516,30064.02581,1658250943,11:15:42,1658250937,1658250943,20,0.657,-0.008,2.789,0.285,421,29,0.41,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21896,2.78118,0.0792702,0.0816364,0.11832,0.114557,22798.5,22525.9,23852.3,21888.1,31129.7,24758,39023.9,30329.8,2.0334,1.97878,-0.0461563,0,32.3605,999.9,61.6,37.4,46.7103,64.7987,15.5649,2,1.09525,9.28105,20.0806,5.22328,11.956,4.9736,3.2804,7003.5,9999,9999,165.5,4.97169,1.86188,1.86736,1.85883,1.86289,1.86344,1.86417,1.86045,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.789,0.285,1.982203829,0.000678439,-9.11E-07,3.42E-10,0.292505,0,0,0,1,2092,0,27,1.5,10.8,1.3855,2.43286,2.14966,2.70142,2.15088,2.41455,43.0469,15.4804,19,623.762,597.091,23.2549,40.1164,29.9992,39.8182,39.7456,27.7703,39.3119,0,22.4949,420,28.8713,98.6523,99.4603
20,1658251034,2537.9,2,north,n2,n,7/19/2022,20220719 11:17:13,11:17:13,15,1658251029,0.003498485,3.498484962,13.97940484,643.6635789,460.6611979,39.18993603,54.75853969,0.142044843,3.199632491,0.138632315,0.086944971,320.3608231,31.27455898,31.38302105,4.610844057,58.6810346,2.554370297,4.352974201,2.056473761,-154.2831868,-173.9584696,-12.19436098,-20.07519431,0,0,1,0,44456.70291,1800.033158,1531.306176,0.850709983,0.177974957,2.4,0.5,0: Broadleaf,2,1658251029,643.6635789,650.1523158,30.02554737,28.66895789,640.4390526,29.74243158,600.3480526,84.97936316,0.093866832,30.37455789,31.38302105,999.9,0,0,10005.12632,543.4246316,1750.922632,-6.488634842,663.5847895,669.3415789,1.356573556,650.1523158,28.66895789,2.551550526,2.436270526,21.35163158,20.6068,1800.033158,0.643000579,0.356999421,42.1886,30063.98421,1658251024,11:17:04,1658251024,1658251017,21,0.516,-0.002,3.306,0.283,650,29,0.26,0.05,0,0,0,0,0,0,0,0,0,0,0,3.21755,2.77831,0.109198,0.112273,0.11772,0.11411,22064.2,21778.3,23858.5,21890.9,31158.3,24773.6,39033.2,30333.2,2.03145,1.9786,-0.0528991,0,32.2551,999.9,61,37.7,47.0154,64.7487,15.609,2,1.08135,9.28105,20.0799,5.22208,11.956,4.97335,3.27965,7006.2,9999,9999,165.5,4.97167,1.86188,1.86737,1.85883,1.86292,1.86346,1.86417,1.86047,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.307,0.2831,3.155524042,0.000678439,-9.11E-07,3.42E-10,0.28311,0,0,0,1,2092,0,27,0.2,0.3,1.95923,2.43042,2.14966,2.7002,2.15088,2.41455,43.182,15.4542,19,620.523,595.234,23.2736,39.9387,29.9994,39.6306,39.5557,39.2431,39.7375,0,22.2325,650,28.4734,98.6765,99.4721
21,1658251124,2628.4,2,north,n2,n,7/19/2022,20220719 11:18:44,11:18:44,15,1658251119,0.002985728,2.985727737,14.90385612,793.0856842,581.5103195,49.47139214,67.47094861,0.130714031,3.199935161,0.127818507,0.080141376,320.3605537,31.21856284,30.69015263,4.432287545,58.63341151,2.526307841,4.308648902,1.905979703,-131.6705932,-85.24960196,-5.949690352,97.49066821,0,0,1,0,44488.3653,1800.030526,1531.304017,0.850710027,0.177975067,2.4,0.5,0: Broadleaf,2,1658251119,793.0856842,799.9899474,29.69542632,28.53734737,789.5854737,29.41445263,600.3871053,84.98052105,0.093450089,30.19599474,30.69015263,999.9,0,0,10006.26947,541.7108947,2145.043684,-6.904205663,817.3536842,823.4902105,1.15807489,799.9899474,28.53734737,2.523533158,2.425118947,21.17302105,20.53246842,1800.030526,0.642999105,0.357000895,42,30063.87895,1658251115,11:18:34,1658251108,1658251115,22,0.209,0.003,3.499,0.286,800,28,0.17,0.07,0,0,0,0,0,0,0,0,0,0,0,3.21754,2.77738,0.126091,0.129415,0.116703,0.113819,21653.4,21363,23866.4,21895.9,31203.9,24787.3,39045.8,30339.9,2.03303,1.9801,-0.071805,0,31.8572,999.9,60.5,37.8,46.8856,64.4687,15.5609,2,1.06608,9.28105,20.0799,5.22343,11.956,4.97395,3.27985,7008.2,9999,9999,165.5,4.9717,1.86188,1.86737,1.85885,1.86293,1.86354,1.86417,1.86048,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.501,0.2857,3.364414856,0.000678439,-9.11E-07,3.42E-10,0.28567619,0,0,0,1,2092,0,27,0.3,0.2,2.30957,2.43408,2.14966,2.7002,2.15088,2.39502,43.2904,15.4192,19,620.24,594.928,23.0715,39.7769,29.9991,39.4598,39.3832,46.2431,39.9484,0,22.1473,800,28.412,98.7087,99.4944
22,1658251215,2718.9,2,north,n2,y,7/19/2022,20220719 11:20:14,11:20:14,15,1658251207,0.003970912,3.970912203,23.41074063,988.9357,738.1897675,62.80144541,84.13363895,0.175729514,3.199595613,0.170538369,0.107040111,320.3571185,31.09913824,30.81208667,4.463266738,59.11711548,2.564148855,4.337405224,1.899117883,-175.1172281,-86.25979912,-6.027917469,52.95217379,0,0,1,0,44465.20721,1800.012333,1531.288461,0.850709983,0.177974958,2.4,0.5,0: Broadleaf,2,1658251207,988.9357,999.869,30.13988667,28.59964667,985.1122,29.85389333,600.0980667,84.97948,0.09545354,30.31202,30.81208667,999.9,0,0,10004.95667,540.7687667,779.4665,-10.933435,1019.667667,1029.307333,1.5402282,999.869,28.59964667,2.561271667,2.430383,21.41921333,20.56761,1800.012333,0.643000567,0.356999433,43,30063.63333,1658251198,11:19:57,1658251191,1658251198,23,0.348,0,3.822,0.286,1000,28,0.23,0.06,0,0,0,0,0,0,0,0,0,0,0,3.2192,2.78128,0.146303,0.149808,0.116382,0.114262,21153,20861.9,23867.5,21895.7,31217.2,24774.8,39047.8,30339.3,2.0369,1.97985,-0.0685826,0,31.9158,999.9,60.1,38,47.0836,64.7387,15.7812,2,1.06384,9.28105,20.0813,5.22328,11.956,4.97495,3.2802,7010.5,9999,9999,165.6,4.9717,1.86188,1.86737,1.85887,1.86295,1.86352,1.86417,1.86047,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.824,0.286,3.712385187,0.000678439,-9.11E-07,3.42E-10,0.28599,0,0,0,1,2092,0,27,0.4,0.3,2.75513,2.41699,2.14966,2.7002,2.15088,2.43286,43.3991,15.4016,19,622.575,594.042,23.1833,39.7291,30.0006,39.3775,39.3087,55.1391,39.2105,0,22.0754,1000,28.8902,98.7136,99.4929
23,1658251305,2809.4,2,north,n2,n,7/19/2022,20220719 11:21:45,11:21:45,15,1658251302,0.001626563,1.626563001,10.78882268,1194.830833,901.5055648,76.69304951,101.6468714,0.068846651,3.198921846,0.068033968,0.042593447,320.3681076,31.3639928,30.78021667,4.455151529,58.72928881,2.504432299,4.264366809,1.950719229,-71.73142837,-131.7970162,-9.197132662,107.6425304,0,0,1,0,44496.49924,1800.073333,1531.340291,0.850709948,0.177975031,2.4,0.5,0: Broadleaf,2,1658251302,1194.830833,1199.914167,29.43890833,28.808625,1191.0225,29.15465833,601.1310833,84.97970833,0.092478133,30.016,30.78021667,999.9,0,0,10002.08167,540.4455833,1236.722083,-5.08419855,1231.069167,1235.509167,0.63027035,1199.914167,28.808625,2.501709167,2.448149167,21.03459167,20.68580833,1800.073333,0.642999333,0.357000583,42,30064.625,1658251299,11:21:39,1658251299,1658251284,24,0.003,-0.002,3.808,0.284,1200,29,0.57,0.06,0,0,0,0,0,0,0,0,0,0,0,3.21726,2.77105,0.164572,0.168147,0.116426,0.114765,20701,20410.6,23869.2,21895.1,31217.9,24760.7,39050.3,30338.8,2.02705,1.9786,-0.0432879,0,31.6998,999.9,59.7,38.2,47.278,64.6387,15.1763,2,1.06,9.28105,20.0801,5.22463,11.956,4.97335,3.28035,7012.7,9999,9999,165.6,4.97171,1.86188,1.86737,1.85888,1.86292,1.8635,1.86418,1.86049,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.8,0.2842,3.714595146,0.000678439,-9.11E-07,3.42E-10,0.284245,0,0,0,1,2092,0,27,0.1,0.4,3.17627,2.41455,2.14966,2.69897,2.15088,2.41455,43.5354,15.3579,19,614.299,592.458,22.9452,39.6619,29.9994,39.3238,39.2473,63.5578,39.826,0,22.017,1200,28.4697,98.7202,99.4909
