Obs#,Timepoint,Time,Date.a,Date,Shade,configName,configAuthor,remark,Position,Transect,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
11,,9:15:34,8/22/2022,8/22/2022,n,JSG 2022,MS,,4,North,0.187467,2.921874,0.176165,2.562072,1.641975,1.581545,2.850087,1.208113,18.537872,19.246195,33.406937,0.441786,PSF-00495_20220822091534,0,0,0,108.724594,393.120636,0.723432,0.5,0.8,18.368279,60.26,58.04,22.44,23.18,85.31,156.7,142.5,9.1,63,3.887,9:05:52,8/22/2022,0.26,0,-0.002,-9999,-0.435,0.085,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.51332,2.456058,1.659707,0.900094,0.302163,0.008068,0.129374,0.161132,108.724594,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091534,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,,9:16:00,8/22/2022,8/22/2022,n,JSG 2022,MS,,4,North,0.107149,2.921534,0.103358,1.61451,1.62057,1.58247,2.917774,1.297204,18.548767,18.995358,34.200417,0.441786,PSF-00495_20220822091600,0,0,0,114.478111,377.109283,0.696433,0.5,0.8,20.770863,59.2,57.81,22.51,23.57,85.31,156.7,150.4,4,75,3.886,9:05:52,8/22/2022,0.26,-0.002,0.001,-9999,-0.054,0.948,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512985,2.45467,1.659354,0.919592,0.301261,0.011618,0.132671,0.17045,114.478111,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091600,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,,9:17:01,8/22/2022,8/22/2022,y,JSG 2022,MS,,1,Central,0.196153,2.923018,0.183818,2.486564,1.506529,1.447839,2.632599,1.12607,16.970753,17.658688,30.857855,0.441786,PSF-00495_20220822091701,0,0,0,108.261108,412.694336,0.737672,0.5,0.8,22.183247,54.49,52.37,22.67,21.87,85.31,156.9,144.4,7.9,75,3.885,9:16:50,8/22/2022,0.13,0.001,-0.001,-9999,0.27,1.825,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.505337,2.448651,1.6609,0.904651,0.299299,-0.009213,0.140565,0.17097,108.261108,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091701,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,,9:17:21,8/22/2022,8/22/2022,y,JSG 2022,MS,,1,Central,0.191583,2.921721,0.179793,2.864893,1.492985,1.425287,2.818016,1.325031,16.706953,17.500502,33.032269,0.441786,PSF-00495_20220822091721,0,0,0,91.750862,359.808685,0.745001,0.5,0.8,22.663685,53.89,51.44,22.71,22.99,85.31,156.7,144.9,7.5,76,3.885,9:16:50,8/22/2022,0.13,-0.001,-0.002,-9999,-0.295,0.347,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504022,2.447846,1.659548,0.90589,0.298874,0.002882,0.142957,0.171703,91.750862,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091721,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,,9:17:36,8/22/2022,8/22/2022,y,JSG 2022,MS,,1,Central,0.089233,2.921941,0.086588,1.353764,1.434147,1.40214,2.735352,1.301205,16.435535,16.810713,32.063107,0.441786,PSF-00495_20220822091736,0,0,0,102.500084,382.421844,0.731971,0.5,0.8,21.109245,51.71,50.56,22.73,22.5,85.31,156.7,154.7,1.3,72,3.844,9:16:50,8/22/2022,0.13,-0.002,-0.002,-0.029,0.019,0.078,-0.363,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.502766,2.444971,1.659777,0.930193,0.298674,-0.002805,0.144839,0.168379,102.500084,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091736,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,,9:18:24,8/22/2022,8/22/2022,n,JSG 2022,MS,,2,Central,0.115201,2.923028,0.110833,2.267721,1.505378,1.451853,3.202778,1.697401,17.017952,17.645346,37.5415,0.441786,PSF-00495_20220822091824,0,0,0,277.719849,327.216614,0.151266,0.5,0.8,82.602547,53.94,52.02,22.83,25.12,85.31,156.9,156.8,0,1365,3.883,9:16:50,8/22/2022,0.13,0.001,-0.001,-9999,-4.989,0.447,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504806,2.447886,1.66091,0.93555,0.297427,0.025754,0.151054,1.255255,277.719849,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091824,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,,9:18:43,8/22/2022,8/22/2022,n,JSG 2022,MS,,2,Central,0.102253,2.921951,0.098796,2.167366,1.489393,1.438194,3.307966,1.818573,16.861361,17.461615,38.782536,0.441786,PSF-00495_20220822091843,0,0,0,110.413315,161.151413,0.314847,0.5,0.8,160.812347,53.16,51.33,22.89,25.67,85.3,156.7,156.7,0,1277,3.882,9:16:50,8/22/2022,0.13,-0.001,0,0.009,-0.579,-1.999,-6.659,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50382,2.446848,1.659788,0.935345,0.296669,0.031311,0.153385,1.181054,110.413315,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091843,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,,9:19:05,8/22/2022,8/22/2022,n,JSG 2022,MS,,2,Central,0.172933,2.919399,0.163262,3.064991,1.562373,1.489871,3.120057,1.557684,17.463379,18.31321,36.571453,0.441786,PSF-00495_20220822091905,0,0,0,157.299042,210.294846,0.252007,0.5,0.8,149.102295,55.51,52.93,22.97,24.68,85.31,156.4,148.5,5.1,1479,3.882,9:16:50,8/22/2022,0.13,-0.001,-0.005,0.006,-1.33,0.823,9.908,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.506053,2.449916,1.657139,0.914703,0.29576,0.01912,0.15617,1.351043,157.299042,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091905,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,,9:19:52,8/22/2022,8/22/2022,n,JSG 2022,MS,,3,Central,0.056138,2.921848,0.05508,1.064159,1.541917,1.516786,3.144978,1.60306,17.778349,18.072908,36.862476,0.441786,PSF-00495_20220822091952,0,0,0,133.375519,253.357178,0.473567,0.5,0.8,253.675461,54.33,53.44,23.11,24.82,85.32,156.7,133.4,14.9,1339,3.882,9:16:50,8/22/2022,0.13,0,-0.001,-0.001,-5.495,0.865,-38.083,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.506737,2.448339,1.659681,0.877882,0.29414,0.019087,0.162078,1.233391,133.375519,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822091952,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,,9:20:04,8/22/2022,8/22/2022,n,JSG 2022,MS,,3,Central,0.033481,2.922717,0.033102,0.777998,1.52884,1.510478,3.475111,1.946271,17.705597,17.920834,40.73473,0.441786,PSF-00495_20220822092004,0,0,0,313.942902,413.699982,0.241134,0.5,0.8,144.123489,53.73,53.08,23.15,26.5,85.31,156.8,156.8,0,1494,3.881,9:16:50,8/22/2022,0.13,-0.001,-0.001,-9999,-9.27,-3.46,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.506228,2.447546,1.660586,0.935483,0.29365,0.038103,0.163457,1.363717,313.942902,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092004,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
21,,9:20:39,8/22/2022,8/22/2022,n,JSG 2022,MS,,3,Central,0.117252,2.923528,0.112731,2.200339,1.640731,1.588894,3.258306,1.617575,18.621996,19.229527,38.187668,0.441786,PSF-00495_20220822092039,0,0,0,148.935913,221.747513,0.328354,0.5,0.8,199.499512,57.2,55.39,23.28,25.41,85.32,156.9,150.9,3.8,1519,3.88,9:16:50,8/22/2022,0.13,-0.002,0.002,0.007,-1.728,-3.484,-6.463,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.509428,2.452066,1.661432,0.920856,0.292089,0.023932,0.167676,1.384488,148.935913,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092039,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,,9:21:01,8/22/2022,8/22/2022,n,JSG 2022,MS,,4,Central,0.090488,2.922091,0.08777,1.412271,1.636018,1.602708,2.971836,1.335818,18.784113,19.174519,34.83062,0.441786,PSF-00495_20220822092101,0,0,0,110.21769,444.763184,0.752188,0.5,0.8,20.860809,56.75,55.59,23.37,23.87,85.32,156.7,156.7,0,69,3.88,9:16:50,8/22/2022,0.13,-0.003,-0.001,-9999,0.335,0.602,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.509684,2.451455,1.659934,0.935295,0.291104,0.005372,0.17039,0.166056,110.21769,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092101,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,,9:21:16,8/22/2022,8/22/2022,n,JSG 2022,MS,,4,Central,0.166204,2.921817,0.157259,2.460786,1.696631,1.638621,2.995009,1.298378,19.205652,19.885561,35.103348,0.441786,PSF-00495_20220822092116,0,0,0,108.389854,397.119293,0.72706,0.5,0.8,20.020502,58.71,56.71,23.41,24,85.32,156.7,154.6,1.4,69,3.88,9:16:50,8/22/2022,0.13,0.004,0.002,-9999,-0.03,1.079,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.511229,2.454012,1.659648,0.929945,0.29066,0.006404,0.172038,0.165641,108.389854,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092116,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,,9:22:09,8/22/2022,8/22/2022,n,JSG 2022,MS,,4,Central,0.043598,2.922801,0.042957,0.973432,1.623265,1.600315,3.498669,1.875404,18.756401,19.025383,41.005951,0.441786,PSF-00495_20220822092209,0,0,0,220.628143,267.884735,0.176406,0.5,0.8,4.340577,55.65,54.87,23.56,26.61,85.32,156.8,156.6,0.1,62,3.879,9:16:50,8/22/2022,0.13,-0.001,0.001,0.001,-2.25,-4.814,-10.306,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.508625,2.449983,1.660673,0.935109,0.288867,0.03474,0.178485,0.159483,220.628143,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092209,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,,9:22:52,8/22/2022,8/22/2022,y,JSG 2022,MS,,1,South,0.129919,2.921134,0.124387,1.843058,1.611789,1.568275,2.84296,1.23117,18.381474,18.891497,33.321823,0.441786,PSF-00495_20220822092252,0,0,0,93.473198,413.230408,0.773799,0.5,0.8,12.318186,54.89,53.41,23.67,23.14,85.32,156.6,156.7,0,40,3.877,9:16:50,8/22/2022,0.13,0,0.003,-9999,-0.082,-0.073,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.506564,2.448966,1.658938,0.935261,0.287599,-0.006351,0.183698,0.14123,93.473198,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092252,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,,9:23:05,8/22/2022,8/22/2022,y,JSG 2022,MS,,1,South,0.088719,2.922852,0.086105,1.109408,1.599608,1.573446,2.671395,1.071787,18.441481,18.748112,31.309933,0.441786,PSF-00495_20220822092305,0,0,0,140.233749,438.525085,0.680215,0.5,0.8,20.284401,54.42,53.53,23.69,22.11,85.32,156.8,156.7,0.1,75,3.877,9:16:50,8/22/2022,0.13,-0.002,0.001,-9999,-1.526,-2.993,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50672,2.448335,1.660726,0.935257,0.287378,-0.018005,0.185097,0.170442,140.233749,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092305,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,,9:23:22,8/22/2022,8/22/2022,y,JSG 2022,MS,,1,South,0.106118,2.922641,0.1024,1.641786,1.673525,1.634838,3.003937,1.330413,19.161751,19.615202,35.20882,0.441786,PSF-00495_20220822092322,0,0,0,105.729103,417.904602,0.747002,0.5,0.8,24.304699,56.85,55.54,23.71,24.05,85.32,156.8,156.6,0.1,81,3.877,9:16:50,8/22/2022,0.13,0.001,0,-9999,0.37,0.636,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.509527,2.451519,1.660507,0.935101,0.287113,0.003477,0.187044,0.176148,105.729103,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092322,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,,9:24:11,8/22/2022,8/22/2022,n,JSG 2022,MS,,2,South,0.176743,2.921642,0.166661,3.567502,1.698491,1.614383,3.469494,1.771003,18.92173,19.907534,40.664963,0.441786,PSF-00495_20220822092411,0,0,0,243.945831,294.18219,0.170766,0.5,0.8,111.277756,57.32,54.48,23.82,26.47,85.32,156.7,156.6,0,1629,3.876,9:16:50,8/22/2022,0.13,0,0,0,-1.459,-3.907,-10.889,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50802,2.452102,1.659466,0.935114,0.285843,0.030059,0.193077,1.477078,243.945831,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092411,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,,9:24:39,8/22/2022,8/22/2022,n,JSG 2022,MS,,2,South,0.161048,2.921765,0.152635,3.117619,1.742502,1.669046,3.432343,1.689841,19.562191,20.423141,40.229061,0.441786,PSF-00495_20220822092439,0,0,0,156.670334,202.631241,0.22682,0.5,0.8,145.218735,58.48,56.01,23.91,26.29,85.32,156.7,128.4,18.1,1601,3.876,9:16:50,8/22/2022,0.13,0,-0.001,0,-6.197,-3.315,-10.915,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.510144,2.4536,1.659594,0.866096,0.284804,0.026888,0.196429,1.45312,156.670334,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220822092439,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
