Obs#,Timepoint,Time,Date.a,Date,Shade,configName,configAuthor,remark,Position,Transect,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
11,9,9:14:47,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,North,,-0.004996,2.922854,-0.005005,-0.076717,1.908707,1.910504,3.174336,1.26563,22.448463,22.42734,37.298512,0.441786,PSF-00495_20220725091447,0,0,0,133.5336,440.456635,0.696829,0.5,0.8,26.567158,62.71,62.77,24.27,24.97,85.11,156.8,156.4,0.3,95,3.905,9:06:00,7/25/2022,0.13,-0.004,-0.003,-9999,0.532,1.153,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.519411,2.459016,1.660728,0.934635,0.280804,0.007636,0.143338,0.187893,133.5336,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725091447,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,9,9:15:17,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,North,,0.05721,2.921939,0.056111,0.817537,1.918709,1.899541,3.121855,1.203145,22.321939,22.547188,36.685619,0.441786,PSF-00495_20220725091517,0,0,0,121.896385,406.814209,0.700363,0.5,0.8,27.190609,62.77,62.14,24.34,24.69,85.1,156.7,139.9,10.7,97,3.904,9:06:00,7/25/2022,0.13,-0.002,0.004,-9999,0.521,1.823,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.518529,2.459076,1.659776,0.893703,0.280002,0.003628,0.147224,0.18936,121.896385,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725091517,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,9,9:17:07,7/25/2022,7/25/2022,y,JSG 2022,MS,,1,Central,,0.173536,2.921694,0.163806,1.625463,2.005998,1.967919,2.826483,0.820484,23.124577,23.572041,33.213371,0.441786,PSF-00495_20220725091707,0,0,0,113.232849,390.865448,0.710302,0.5,0.8,26.91074,64.85,63.62,24.54,23.04,85.1,156.7,153.2,2.2,95,3.902,9:16:23,7/25/2022,0.31,-0.002,-0.003,-0.015,0.296,0.834,1.403,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.520516,2.461483,1.65952,0.926529,0.277799,-0.017289,0.161502,0.18739,113.232849,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725091707,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,9,9:17:35,7/25/2022,7/25/2022,y,JSG 2022,MS,,1,Central,,0.051019,2.922212,0.050143,0.700453,1.910606,1.894183,3.064682,1.154076,22.257082,22.450048,36.010696,0.441786,PSF-00495_20220725091735,0,0,0,112.372757,387.510529,0.710014,0.5,0.8,35.481651,61.74,61.21,24.55,24.38,85.1,156.8,128.5,18.1,125,3.902,9:16:23,7/25/2022,0.31,0.001,0.002,-9999,0.035,-0.062,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517193,2.45746,1.66006,0.866208,0.277719,-0.002232,0.164968,0.212789,112.372757,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725091735,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,9,9:18:16,7/25/2022,7/25/2022,y,JSG 2022,MS,,1,Central,,0.054337,2.92213,0.053345,0.731634,1.892087,1.874928,3.025611,1.133524,22.030378,22.231993,35.55088,0.441786,PSF-00495_20220725091816,0,0,0,127.448563,384.667755,0.668679,0.5,0.8,33.625305,61.14,60.58,24.55,24.17,85.11,156.8,137.3,12.4,126,3.901,9:16:23,7/25/2022,0.31,0.003,0.004,-0.009,-0.202,-0.133,2.004,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.516328,2.456678,1.659974,0.887363,0.277705,-0.004673,0.17021,0.213446,127.448563,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725091816,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,9,9:19:13,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,Central,,0.173206,2.921402,0.163511,2.75213,2.021088,1.956604,3.407914,1.386826,22.989252,23.746912,40.041527,0.441786,PSF-00495_20220725091913,0,0,0,209.243423,311.604034,0.328496,0.5,0.8,180.888931,64.97,62.9,24.63,26.17,85.11,156.7,156.5,0.1,1377,3.899,9:16:23,7/25/2022,0.31,0,-0.002,0.011,-6.174,-2.68,-15.28,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.519496,2.461615,1.659217,0.934734,0.276749,0.017231,0.177633,1.264887,209.243423,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725091913,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,9,9:20:18,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,Central,,0.188578,2.922046,0.177145,3.314079,2.019188,1.941597,3.558823,1.539636,22.819159,23.73107,41.826069,0.441786,PSF-00495_20220725092018,0,0,0,209.649689,269.268738,0.221411,0.5,0.8,114.015564,64.15,61.68,24.83,26.9,85.09,156.7,154,1.8,1287,3.898,9:16:23,7/25/2022,0.31,-0.002,0,0,-3.323,-2.056,-20.696,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517776,2.460512,1.659887,0.928357,0.27458,0.023517,0.185875,1.189853,209.649689,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092018,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,9,9:21:17,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,Central,,0.153044,2.922183,0.145428,3.101578,1.944948,1.872274,3.699441,1.754493,22.004101,22.858212,43.478085,0.441786,PSF-00495_20220725092117,0,0,0,119.365814,169.778107,0.29693,0.5,0.8,172.889099,61.11,58.82,25.02,27.56,85.09,156.8,155.2,1,1456,3.897,9:16:23,7/25/2022,0.31,0.001,0.003,0.004,-1.566,-3.825,-11.837,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.513779,2.456536,1.66003,0.93139,0.272545,0.029117,0.193068,1.331281,119.365814,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092117,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,9,9:22:21,7/25/2022,7/25/2022,n,JSG 2022,MS,,3,Central,,0.129101,2.92299,0.12364,2.773984,1.95757,1.892615,3.802201,1.844631,22.240618,23.003914,44.680656,0.441786,PSF-00495_20220725092221,0,0,0,251.886246,294.458984,0.14458,0.5,0.8,70.063126,60.96,58.94,25.17,28.03,85.1,156.9,156.3,0.4,1211,3.896,9:16:23,7/25/2022,0.31,-0.001,-0.001,-0.007,0.132,-3.211,23.781,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.513901,2.456316,1.660871,0.934206,0.270935,0.032935,0.200801,1.126076,251.886246,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092221,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,9,9:22:54,7/25/2022,7/25/2022,n,JSG 2022,MS,,3,Central,,0.164915,2.923696,0.15611,3.257933,2.05689,1.980738,3.772001,1.715111,23.276236,24.171124,44.325897,0.441786,PSF-00495_20220725092254,0,0,0,295.28833,370.34906,0.202676,0.5,0.8,100.468277,63.7,61.34,25.26,27.9,85.1,156.9,156.1,0.6,1239,3.894,9:16:23,7/25/2022,0.31,0,0.003,-9999,-3.115,-2.746,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517194,2.459835,1.661608,0.93365,0.26992,0.030225,0.204733,1.149423,295.28833,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092254,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
21,9,9:23:33,7/25/2022,7/25/2022,n,JSG 2022,MS,,3,Central,,0.071183,2.923414,0.069491,1.604815,2.01902,1.981481,3.9158,1.89678,23.283871,23.724981,46.013557,0.441786,PSF-00495_20220725092333,0,0,0,161.628128,243.420837,0.336014,0.5,0.8,210.274338,62.04,60.89,25.39,28.54,85.1,156.9,156,0.6,1564,3.893,9:16:23,7/25/2022,0.31,0.002,0.001,0.002,-24.037,-2.73,-6.603,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.516542,2.457668,1.661313,0.933478,0.268526,0.036339,0.209388,1.422765,161.628128,0.000302,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092333,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,9,9:24:48,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,Central,,0.145813,2.924073,0.138887,1.960739,2.057302,2.011485,3.221379,1.164077,23.637905,24.176317,37.855934,0.441786,PSF-00495_20220725092448,0,0,0,122.613075,473.54187,0.741072,0.5,0.8,27.822363,62.7,61.31,25.53,25.22,85.1,157,155.2,1.1,94,3.893,9:16:23,7/25/2022,0.31,-0.002,-0.002,-9999,0.58,1.318,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517087,2.458495,1.662002,0.931486,0.267059,-0.003981,0.218119,0.18667,122.613075,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092448,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,9,9:25:05,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,Central,,0.12824,2.920834,0.122847,1.697088,2.02986,1.99009,3.169523,1.139663,23.386335,23.853701,37.24633,0.441786,PSF-00495_20220725092505,0,0,0,113.716003,438.035858,0.740396,0.5,0.8,28.647018,61.8,60.59,25.54,24.95,85.1,156.6,155.5,0.7,97,3.891,9:16:23,7/25/2022,0.31,-0.001,0.002,-9999,0.24,0.919,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.516097,2.457326,1.658626,0.932265,0.266875,-0.007289,0.220119,0.189082,113.716003,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092505,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,9,9:26:06,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,Central,,0.054906,2.921747,0.053894,0.778401,2.062194,2.043972,3.252902,1.190707,24.019115,24.233242,38.225471,0.441786,PSF-00495_20220725092606,0,0,0,113.327621,402.776611,0.718634,0.5,0.8,23.493135,62.59,62.04,25.6,25.38,85.1,156.7,137.3,12.4,82,3.891,9:16:23,7/25/2022,0.31,0.004,0.004,-9999,-0.036,0.718,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.518075,2.458332,1.659575,0.887322,0.266308,-0.002923,0.227182,0.176474,113.327621,0.000318,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092606,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,9,9:27:28,7/25/2022,7/25/2022,y,JSG 2022,MS,,1,South,,0.103085,2.920776,0.09957,1.426442,2.014228,1.980793,3.195965,1.181736,23.277634,23.670555,37.557938,0.441786,PSF-00495_20220725092728,0,0,0,120.817421,405.597931,0.702125,0.5,0.8,30.577896,60.76,59.76,25.7,25.09,85.09,156.6,156.4,0.1,109,3.888,9:26:59,7/25/2022,0.22,0.001,-0.002,-9999,0.365,0.1,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514902,2.456069,1.658567,0.934625,0.265224,-0.007494,0.236641,0.199292,120.817421,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092728,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,9,9:28:36,7/25/2022,7/25/2022,y,JSG 2022,MS,,1,South,,0.228697,2.921775,0.212095,2.395057,2.061211,2.005144,2.99363,0.93242,23.562698,24.221539,35.17852,0.441786,PSF-00495_20220725092836,0,0,0,126.71006,410.587189,0.691393,0.5,0.8,31.510067,62.18,60.48,25.7,23.99,85.1,156.7,139.5,11,114,3.888,9:26:59,7/25/2022,0.22,-0.001,0.001,-0.015,0.378,1.013,3.145,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.515907,2.457896,1.659605,0.892729,0.265205,-0.019907,0.244316,0.203546,126.71006,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092836,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,9,9:29:05,7/25/2022,7/25/2022,y,JSG 2022,MS,,1,South,,0.023932,2.922159,0.023737,0.40035,2.009911,2.000536,3.399493,1.389582,23.509518,23.619682,39.949505,0.441786,PSF-00495_20220725092905,0,0,0,117.94603,410.497772,0.712676,0.5,0.8,31.09935,60.68,60.4,25.69,26.13,85.09,156.8,154.9,1.2,109,3.887,9:26:59,7/25/2022,0.22,0.001,0.002,-9999,-0.023,1.67,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.515791,2.455964,1.660004,0.930754,0.265361,0.004594,0.247511,0.199475,117.94603,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092905,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,9,9:29:48,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,South,,0.135946,2.922271,0.129903,2.676851,1.995105,1.932425,3.689902,1.694796,22.710831,23.447483,43.365585,0.441786,PSF-00495_20220725092948,0,0,0,186.490768,238.726974,0.218811,0.5,0.8,144.764969,60.06,58.18,25.73,27.52,85.09,156.8,156.2,0.4,1654,3.886,9:26:59,7/25/2022,0.22,0,0.001,0.008,-2.965,0.188,-15.889,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512709,2.455153,1.66012,0.933912,0.264858,0.020271,0.25247,1.498004,186.490768,0.000292,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725092948,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,9,9:30:54,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,South,,0.30402,2.920679,0.275357,4.076721,2.027216,1.931662,3.248063,1.220847,22.699196,23.822069,38.168388,0.441786,PSF-00495_20220725093054,0,0,0,123.879433,336.114777,0.631437,0.5,0.8,23.521444,60.49,57.64,25.89,25.36,85.1,156.6,133.1,15,93,3.885,9:26:59,7/25/2022,0.22,0.001,-0.003,0.003,0.432,-1.056,-12.16,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.511922,2.455669,1.658465,0.877176,0.263269,-0.006534,0.260499,0.186054,123.879433,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093054,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
